customer_unique_id,customer_state,revenue,on_time_deliveries,CustomerType
00728bae3dec9c16b2193ab7e3195eb7,RJ,194.9,1,One-Time
00737247e3dc1942da2c527ef3bd2709,MG,59.9,0,One-Time
0074a1d3f1995ff0538dc7197500973c,SC,599.0,1,One-Time
00762eafc5dac5fc1574f91e9b7c9b67,SP,219.0,1,One-Time
0076a71311bb2386a353f5ba87d2aa29,CE,0.0,1,One-Time
00776f3807b128beca64cd0b27138d92,SP,294.99,1,One-Time
0078108af1d2dc4b1601c744ca581b4f,SP,0.0,1,One-Time
007953b3182d5ccc9189a694f5c68163,SP,99.99,0,One-Time
0079b50e9f77c1148b472818f92eaebc,RJ,24.9,1,One-Time
007ba48697b079e78f168b051462dd1b,SP,129.0,1,One-Time
007e21b7a007c8f8dadfa43c9d5a91db,RJ,54.4,0,One-Time
0083e758383b3deb6c6dac1b0b431ac0,SP,30.5,1,One-Time
0085139b503668b3addcfe826d91be8d,SP,465.88,3,One-Time
0085d749fc64f766ece1729464f8039a,PE,330.0,1,One-Time
008778a1591d49f6b2464dffaa4fa662,SP,249.99,1,One-Time
0087c31081ea8d160baa06bf4ad4d76f,SC,160.0,1,One-Time
008b06aba4b5f5b5b94f525ccf520624,SP,67.98,2,One-Time
008b82b072c6b564fcce49a325f84097,RJ,29.9,1,One-Time
008ca52811784a181c8c88e8d66b49db,RN,0.0,1,One-Time
008d17333e414049279c7822dfd5f019,SP,0.0,1,One-Time
008ea5bdd1a99fb584cce7739349da75,CE,45.0,0,One-Time
008f3d5f45a11059239a5c452cd00006,MA,309.9,1,One-Time
008fb2ecc75561d202dd4db2e0ceec25,SP,32.99,1,One-Time
009000746b4fc73fe77ecc396fdb78d2,MG,120.9,1,One-Time
009062f98089a091615b5c9faa13de26,ES,16.17,1,One-Time
009210a1646725341917560a13f7799f,PR,10.75,1,One-Time
009231b0ef6a6b4f5a5fe46938827b83,SP,89.9,1,One-Time
009301957bc7714394865c44650d8060,SP,84.99,1,One-Time
0093aeb87eca387dd153f965aa10c060,SP,0.0,1,One-Time
0093c499f4f9c0e169ead490aa62ce3e,MG,210.0,1,One-Time
0093dbe7f479386a92095026decf825d,SP,30.21,1,One-Time
009671b5dc80cdf32aeb5850868ba81c,RJ,62.99,1,One-Time
0096c18412349537abc45e350581cbbc,RS,0.0,1,One-Time
0096c9cb600a08e601f7c2be6734531a,SP,169.0,1,One-Time
0096f8cd903cc205efab77d5ae6bb6f1,SP,134.9,1,One-Time
0097c1e3f3c2fed7a7d8cf30be1a33df,SP,0.0,1,One-Time
00986cafefb6e670cceca01694bda599,SP,99.98,2,One-Time
0098f4847541cc7d676f9a5efc64c0f0,MG,0.0,1,One-Time
009b0127b727ab0ba422f6d9604487c7,SP,0.0,1,One-Time
009dd7b313c04f4ccd9d4e423bc04ba7,MG,79.98,1,One-Time
009e70fcdd4ea3769c73210414e73c64,MG,32.9,1,One-Time
00a02d822b18db532e50e0607e615f3b,SP,179.9,1,One-Time
00a089b8c7ab1e3808c3ad7de7a254dd,SP,34.49,1,One-Time
00a1c6913daeda0b7f9b79f802805fdb,SC,84.99,1,One-Time
00a1d0d7d91c17c634d6896ce10ce1c6,CE,95.0,1,One-Time
00a1e8f160b36ccdcbca310933f12a3b,SP,28.7,1,One-Time
00a218ea82c458456098caa1c4a7e796,MG,49.9,1,One-Time
00a33236962b4ac37fd25275be9c206b,RJ,0.0,1,One-Time
00a39521eb40f7012db50455bf083460,DF,69.9,1,One-Time
00a3a868d6047bac2888d27b16743ba0,RJ,89.7,1,One-Time
00a78b45ea275348c1a8081bef9ab61b,SP,169.9,1,One-Time
00a9fd000ff87bb48b989df819c418f5,RJ,952.0,4,One-Time
00ab80210f1875276065f3c1911a2110,SP,25.5,1,One-Time
00ab8b4d83051d5a41842abe7ff473fc,SP,134.9,1,One-Time
00ac9cd5c4ad19e16e7c6f6864711737,MG,209.9,1,One-Time
00af5c2c9fd47849143be82aea5ab2cf,CE,94.98,2,One-Time
00b0d21952ae29dfe79db614512a27c2,RJ,399.93,1,One-Time
00b1066a65657ee1759544f6b61a4e2c,SP,49.8,2,One-Time
00b1d2492b4127598629f19a22a32be8,SP,129.9,1,One-Time
00b21d737fc7f475c145ca292832385d,MG,159.99,1,One-Time
00b246520d4904724f9b20188a2ff39b,BA,12.99,1,One-Time
00b2ca23369b68c4d4105ecea9c0cb93,CE,65.9,1,One-Time
00b2ee6366438f46105832fd9acaf56f,CE,249.99,1,One-Time
00b309d0151d92709de70e43d662711b,RJ,179.8,2,One-Time
00b742e2f6d8fa571cd560007081d53b,MG,0.0,1,One-Time
00b8076004092a29c2c934570c356fc7,SP,199.9,1,One-Time
00ba737b18a7996f68cb8a99556bedd4,ES,112.80000000000001,2,One-Time
00bbfe2f540d0cfccbb098d92c503eca,RJ,59.9,1,One-Time
00bcc55fd3eb23fc001365c5f0c3c3ba,SP,0.0,1,One-Time
00bd169997f142571c113645554663d6,MG,83.0,2,One-Time
00bd194837f2ad36d45985a6205df78a,SP,159.9,1,One-Time
00bee19e1199bc5cede1c674177b9e22,GO,649.9,1,One-Time
00bfe974afd63b30ed282dc69892fb98,SP,99.8,2,One-Time
00c003ed13c76042b78d53fbc26930d0,ES,179.99,1,One-Time
00c05fe9d2f8b245f1f86fe559175f24,ES,0.0,1,One-Time
00c07da5ba0e07b4f248a3a373b07476,BA,2258.0,1,One-Time
00c0bbc49a530c07c110d269211da046,SP,0.0,1,One-Time
00c1d73d161e74cfbe78975c1a2ba2ff,RS,40.0,1,One-Time
00c26c3dd77bb25a0423a2280886b86a,RJ,19.9,1,One-Time
00c31de6420048cb3f668c99153debf7,SP,64.9,1,One-Time
00c4592dfbfe06775ab582d7a2b8dddf,SP,55.9,1,One-Time
00c4d93157cffc73cb2459f52b89cee4,RJ,64.99,0,One-Time
00c5610e0f4b339cd3b0cc499937db8d,RJ,139.9,1,One-Time
00c605c0bfa39610b994c18f822a6d5a,PR,119.0,1,One-Time
00c8c7f0cafacc30bfda2a9a7445ec80,RJ,0.0,1,One-Time
00c916ff33b521444787ac76ac6b029d,RJ,69.9,0,One-Time
00cac13832bd0a8b6f50f6a36b053223,SP,399.9,1,One-Time
00cc0061269a99836cf8b029b1d0177d,SP,32.66,1,One-Time
00cc12a6d8b578b8ebd21ea4e2ae8b27,SP,29.9,1,One-Time
00cc2d4fcb3a1864b4f900741915aa85,RJ,54.99,1,One-Time
00cc7c54469f4177319d6bb12e883652,PA,0.0,1,One-Time
00cc8551c0621bc65a440e836bb652d7,SP,79.9,1,One-Time
00cd1ffd1a85ec2af3de73a3d341339d,RS,49.0,1,One-Time
00cd767526517f8a4fc27db6cc5a52fa,RS,79.9,1,One-Time
00d012266be1430eec790d0f405a836c,RS,0.0,1,One-Time
00d03b5e33f8987549c5590313a4ef21,RS,19.99,1,One-Time
00d079bd851bf5d13879d7a2a3b5ec48,MT,159.77,1,One-Time
00d1e5d82377766dac9f8dc4d4eaf4a8,SP,116.30000000000001,2,One-Time
00d447911e5d5ae87480df8734b915f2,RJ,0.0,1,One-Time
00d474cea9ceb88b7175d564b081dfa3,SC,0.0,1,One-Time
00d4ef3e086e2191c3fb6e7b0d2a1c75,SP,0.0,1,One-Time
00d76f8bb8df7e07711da4076c52ffe0,MG,0.0,1,One-Time
00d7e54ab8c5d9916f19209dbaacbb3d,SP,56.0,1,One-Time
00d8411c0f5ee4e0a9b8900ea483680e,PR,220.0,1,One-Time
00d85302f43fe8848153e3720c34ac01,RS,0.0,1,One-Time
00d890d6e36244f39e22a9fb95e68756,MA,29.99,1,One-Time
00d8a60ad2500432d9edd109cfddfd9e,SP,59.0,1,One-Time
00d8ba74be3eee415fe4508fdd325ee5,SP,0.0,2,One-Time
00d96f54b90a6ffbe7361bcfdb85b0ba,ES,99.9,1,One-Time
00da34ebf22b87f6c2f53dc069f237df,SP,209.70000000000002,3,One-Time
00db0070b3c3bd0215072323c8499407,SP,0.0,1,One-Time
00db525fd8d4023dc446f0ed2519139f,GO,195.3,1,One-Time
00dba3af1366ca8114a40bc83021f5e9,SP,0.0,1,One-Time
00dd4390a8e8ad7a126e8331decc49ce,RJ,94.9,1,One-Time
00df047af693b421c167e27932bfd6c5,SP,149.9,1,One-Time
00df9d2e50424d103ca8796e4dc7c207,MG,119.9,1,One-Time
00e04d8e3aaa5ffab327612642ab4564,SP,0.0,1,One-Time
00e10a3ff1e104902141546420f5a18b,RS,49.9,1,One-Time
00e130c15fdc51673742f622aa7eb63c,MG,99.99,1,One-Time
00e151934c812526b4ed6174c8b7b1f7,RS,129.0,1,One-Time
00e2972a013072289c3e86cfc2b9e38d,DF,199.9,1,One-Time
00e57919b893c89f4d9eee8d06c41f6f,SP,0.0,1,One-Time
00e5dfd6ee7406a69b74c72795e6f354,SP,29.99,1,One-Time
00e5ea6932dffb682bd3d5760e84d176,SP,56.99,1,One-Time
00e5fd621e63c426ef718e2174ebedc5,RS,0.0,1,One-Time
00e67cd18afc92ef0196eb8cdf31fde0,RJ,30.1,0,One-Time
00e6c1a9e0ea3dbda699b60023a194ac,SP,151.0,1,One-Time
00e872ca2fc94e59982286e69f186e0e,BA,399.9,1,One-Time
00e8de2edf1a4ac05a65e36b4682cd9e,SP,120.0,1,One-Time
00e91970e7fa706ece5b58bdb6344224,RJ,25.45,1,One-Time
00e984e99fdfd52943156d2d7eb4a5e6,ES,9.9,1,One-Time
00ec23a308504080697e5204d3dbcb2c,SP,0.0,1,One-Time
00ec5df43edcae768361caa707fded3e,SP,79.0,1,One-Time
00ec6ce865af3a65e9cca32b180e5d20,BA,235.60000000000002,4,One-Time
00ec821ef89535a690a072e80387b40e,SP,110.32,1,One-Time
00eca7e1c994897d0a31bf75478f4b55,MG,327.98,2,One-Time
00ecc71175078e2cac5547a5656e9622,SP,219.99,1,One-Time
00ee11b831faa111cd62af2f4de8da96,SP,16.9,1,One-Time
00ee7af62ef66b1f9b49f2c2bfd70ad5,RJ,0.0,1,One-Time
00f0b70fdcb8a6e1671b52a2472bd41f,SP,0.0,1,One-Time
00f7a39823c05d6a0675aa6dd276bfb0,SP,29.99,1,One-Time
00f8fcf41cceee827e699cc73950218d,SC,69.9,1,One-Time
00face5c8f7dbb7eefd4112722f26903,SP,0.0,6,One-Time
00fd18b088edb95d1a35457f1c0e1bfa,RJ,89.99,1,One-Time
00fd4a627a3b93cff0729f0b3554640d,SP,171.78,3,One-Time
00ff5e862f825ac56e5fdfaa6b69dc51,SP,35.9,1,One-Time
01007c64cbffc1eef7ee682dae0ddbfe,BA,179.99,1,One-Time
01007ebf75cabcd9d81d1aac37b278ca,SP,60.9,1,One-Time
0101da21926315ddd81d190e0ec40440,SP,0.0,1,One-Time
01020c5b6024bc1cf2a3228e566bafb2,BA,99.9,1,One-Time
01027e860e6fb9591599d94a4189e2ad,SP,182.6,2,One-Time
01029081d0cfc339576f71ab45713d10,SP,27.9,1,One-Time
01029c2615eacab8d39f0450e6b0bef3,RJ,205.0,1,One-Time
0103751df12aea8b962cfbcd2b61104c,SC,19.9,1,One-Time
0104a702e0f73442fe4dc3bfff6ba373,SP,0.0,1,One-Time
0104d0840fb6bccc7618c519fbcce1a0,RJ,116.9,1,One-Time
010513009a288e24dbbc8183d5bcd4e2,RJ,42.0,1,One-Time
01051cf3719a23faec8b2307b369faeb,SP,129.8,1,One-Time
01093ce2e3723bdb8de583346d76098c,RS,29.4,1,One-Time
010a0365ab237a5e2fed9d945121b627,AM,0.0,1,One-Time
010a81611c87c7e19c18f303e39973b2,SP,147.9,1,One-Time
010ab6653f042ebb8e430f1718f61147,SP,24.9,1,One-Time
010bcf93b3363ccf249034e7250266f0,PI,79.9,1,One-Time
010d3cb666c64c115a144d3e6fcbd1d8,SP,39.0,1,One-Time
010fea34d64c9fc635cebbe583f5104a,SP,92.1,0,One-Time
0113282a7fe79b3d8489193ccc601efb,SP,118.0,1,One-Time
01147fb2cf81b69cdcfdc1ac4c6fae7e,MG,0.0,0,One-Time
011509f63f565e822767bfb89c3cf9b7,SE,26.69,1,One-Time
011575986092c30523ecb71ff10cb473,MG,0.0,1,One-Time
011620d7c45f4d1599c68b2f19e4b73e,SP,12.25,1,One-Time
0116f610fa1418cda75e0d96e1639a03,SP,25.9,1,One-Time
011702c19fd5dec0000a8dbbb5b98809,SC,139.9,1,One-Time
011733687890faf081be6fde9e7cc7a0,SP,49.98,2,One-Time
011735b41c89ca1e075296f4ecb01a27,SP,29.9,1,One-Time
011784926e81122b1abd0210b5888c22,SP,317.9,1,One-Time
0117fb2675e2936a2e96dee22e8c992b,MG,0.0,0,One-Time
0117fc67656c020dddef928c878ad5e3,PR,65.0,1,One-Time
011875f0176909c5cf0b14a9138bb691,SP,3999.9,1,One-Time
01196e80f5309cb251220a6a5b3f57f5,RJ,14.9,1,One-Time
011b4adcd54683b480c4d841250a987f,BA,113.94,3,Repeat
011b7396d7220ca4ff52508adcb6b870,MG,29.5,1,One-Time
011c3e6b4b11fa8a326a39e78deb6e66,MG,7.87,1,One-Time
011d6505c026d200e75cb0b6c47da758,RS,64.99,1,One-Time
011fd4914a2d19b2a0e50c29cea5c6a2,SP,229.99,1,One-Time
01202da9afa875bce3de24c92b764099,MG,29.99,1,One-Time
012216caf4f1082ba3fc02e584de9a29,SP,165.98,2,One-Time
0122d73327d9135f8088572c7d7f5d54,SP,49.9,1,One-Time
012452d40dafae4df401bced74cdb490,SP,97.9,3,Repeat
0124721bc33e0aa6772b42d4ccfd01db,MG,84.99,1,One-Time
012510db7f0db8481f8a3708400c8db9,RS,99.99,1,One-Time
0125200158c999d5813b11be482a48da,MG,69.9,1,One-Time
012755131a5b785b0ae3291c339a9051,SP,358.98,2,One-Time
0129147743b7712da1c4a55a59d0fb16,RJ,34.9,0,One-Time
0129d48dce554d95f641d01eaa88904a,SP,1390.0,1,One-Time
012a218df8995d3ec3bb221828360c86,SP,1369.9,3,Repeat
012ab8ee5f7d76005d838758e9a9452c,SP,29.98,1,One-Time
012b41c1dae00a092474ca48dc764a00,MG,0.0,1,One-Time
012b8001e47392df808a454083a74b74,MG,65.6,2,One-Time
012ba82b3ff6ea994a4ecc6c848a4782,SP,49.0,1,One-Time
012da9594b65ccb990822802ba0ff2e4,RJ,63.9,1,One-Time
0130a250cff3b3b0649cae3671959139,SP,33.0,1,One-Time
0134caf89be2059cfd79af28d8bc1e7f,SP,0.0,1,One-Time
013523c76f4749da72a9ccc4a67cb234,MS,29.9,1,One-Time
013689381e404bf6304f57bab4b8f01d,SP,319.79999999999995,3,One-Time
0136e40591d769adfb219f167a691487,PR,42.9,1,One-Time
01376b24e146a15f52ca8382af02fe62,RJ,69.9,1,One-Time
0137839e600d4edd0949a8ce7c171164,GO,129.9,1,One-Time
013802b3b98584222c1280e654a655b1,RJ,113.9,0,One-Time
0138dff42973f40e8f5225472526f278,SP,149.9,1,One-Time
0139884762afa50d78fe480646fe92b5,SE,0.0,1,One-Time
0139d2cb6ca3b630b5833d49634d328e,MG,240.0,2,One-Time
013a435769899074c568863694560449,SP,0.0,1,One-Time
013ae505c83f5fb1905ed23afdafd3a2,MG,0.0,1,One-Time
013b083525868a0437652ebf071cda03,PR,0.0,1,One-Time
013b6090dc49b5fa51196b20ec11f19c,MG,0.0,1,One-Time
013dd47ed31ce4de00cb434b2cae5386,GO,117.3,1,One-Time
013ef03e0f3f408dd9bf555e4edcdc0a,SP,166.44,1,One-Time
013f4353d26bb05dc6652f1269458d8d,BA,128.0,3,Repeat
013f66477aa3210eb05fec3fa184de33,RR,89.99,1,One-Time
01413c132b54b9b7dfadc2ee71ef78c8,PE,34.9,1,One-Time
0145b1b14166b43baa374daddffca8fd,MA,19.9,1,One-Time
0145bfdfe85402b2249c7437bd297a07,SP,56.99,1,One-Time
0145c2c66ea8f764ed8d8015ce149af7,RJ,0.0,1,One-Time
0145fc4d376df22449756022b9ccb472,SP,19.9,1,One-Time
014644ae002bacd78bb05521f7e9aaab,SP,12.9,1,One-Time
01469c41b00bb21cd01d2104b8e81384,AL,89.9,1,One-Time
01489018af4a609acb2fa2634c9ce643,RJ,58.99,1,One-Time
014ce9c0a3df00f77a6932a7b371a3bc,SP,15.9,1,One-Time
014dc284927e986549bf255eb79eb3ab,MG,259.8,2,One-Time
014dcb5d582d60bca6a379e45a9041da,BA,47.56,4,One-Time
014f7e8caea3379aa3d30558424ca54f,SP,0.0,1,One-Time
014fa2f37ee690774a7505252a28daf3,RJ,24.9,1,One-Time
015124b67936296eb7250b38c906a627,SP,39.0,1,One-Time
01512524d623f78040531c0d8e20a772,PR,72.9,1,One-Time
0151bcc17b8ae63a495b6c9fe6f708a1,SP,69.9,1,One-Time
0151cf157e4682357e62be311f4823b7,RS,79.9,1,One-Time
0152897024d0ddad70baafe17ed705f4,SP,74.69999999999999,3,One-Time
0153b79c47a4953a7dad6fb93ab45a02,SP,193.0,1,One-Time
015546ec984c58044b2a1304f24193a7,DF,0.0,1,One-Time
015557c9912277312b9073947804a7ba,SP,230.0,1,One-Time
015613e1b7c050cd2331d34076fce1c6,CE,78.0,0,One-Time
0156e3456c1959644b2da32c2cee358c,SC,69.99,0,One-Time
01575c2596c13ff2422df080a71b481b,SC,50.0,1,One-Time
0158b70c1d28da409abddfcaa5f0801a,SP,59.9,0,One-Time
015906d05142c9dc02e816c29c044bba,MG,289.0,1,One-Time
01593b828c6e7c516ed078a4820ab9b2,SP,31.99,1,One-Time
015aba8b6e516fbf6ee76c164c11987b,RS,69.9,1,One-Time
015b72d1a4ec2bfcf75518ada117c62b,SP,229.98,2,One-Time
015cd0b039aa3b36cf78f41d8f54e3d0,RJ,82.8,0,One-Time
015d45ef9d6462cf0d5f062c54f26941,SP,189.9,1,One-Time
015f170c7abe45372b9f0414d901e71b,BA,58.0,2,One-Time
0161ede24e46b8e50ed493e5f8b3b305,GO,69.9,1,One-Time
01626676a41ff29901f7b42bc8e09dd8,BA,0.0,0,One-Time
016547a638c42ea1061a1400eab339d2,RJ,49.9,1,One-Time
0165dc4e0c64d7c1e17757ab8676f213,SP,99.9,1,One-Time
