customer_id,Revenue,Segment
021a4369c52a67fdaa1a923dada92cf2,15.33,Low Value
021f9b70becbc032905f24f7e6c2d7d7,113.0,High Value
02238d275f51bce58c8e97218621bd91,21.9,Low Value
022657d659cf88bcc8c22774f3f0b61a,0.0,Low Value
02278b7fe04a285092542fa4313cdc31,34.9,Medium Value
022949b07073de5d6173732ea01d6155,0.0,Low Value
0231f0795b8e38aeb40a26115e75722c,229.99,High Value
02333854bb2fa366a65a44ff189a55cb,115.0,High Value
02359eb55cd801c825452c46c59d416f,89.99,Medium Value
023626329895d11d199a1bf57dcbc546,0.0,Low Value
02364b772a6ae741cce9f3c93ea77edc,199.89,High Value
02399dafe5a38655445fb46ec2499071,18.6,Low Value
023c8fe9cea056407269dfe9bdd57a8c,18.9,Low Value
023d64edb6716ac1a0a5da6e6277a713,55.0,Medium Value
0245997602d4ec43390590e43dfd39d9,169.9,High Value
0246b5fda21cce422b91be62bca9c9ff,0.0,Low Value
0246f8de7fe5a9cb5e3a3fffa3cf0da4,0.0,Low Value
024741ae16493ea617e06ecc277c7069,24.9,Low Value
0247fad5e7e46592d7216d01e9a2d7f6,0.0,Low Value
024c233620ca87fef1d3f281e8123142,0.0,Low Value
024f153bf5ff2f378be3577f3248f283,80.0,Medium Value
0250e6330823590753c1268c9bf15446,139.9,High Value
0255fc149c1f191319c8c431479e5d8c,0.0,Low Value
0256fe01df094f555379b7d453ba22fc,399.0,High Value
0258cd3b5e7c4b397cc09ea472677e73,69.9,Medium Value
025cf7c2f32536f0be1ab412bb6602d2,1788.0,High Value
025e14cd691e409911edc1cc255115a7,119.9,High Value
02604e6d24c19c9e8c72bb1044bc48e0,21.6,Low Value
026af3cfcaac056ac62feb8457cbfaa6,59.0,Medium Value
026d6aade0923331c6065e5daa7aafda,104.99,High Value
027179319d6e0b4958b300ba6e9e35e6,81.35,Medium Value
027835b35f861ba108518b2c529e308f,19.9,Low Value
027975035267b4ec8c9d8ad65c6c4d6f,89.0,Medium Value
027a37fed88effa55ddc5e961a48575c,74.9,Medium Value
027d053c7d8203f3ebb4512da23681fb,162.5,High Value
0283917cf6822284c4341224ef003fb6,19.89,Low Value
0283d9c78c980d3ea0fce611bbc8ad5b,120.0,High Value
02848edda6ee321f306660a8399d8cc9,0.0,Low Value
028b8434bd4a6277e77f5b327cc1e1b0,79.0,Medium Value
028e0685d43827f5ce7882972eeaf6f8,150.0,High Value
02944edc74d278644e63112966608f62,82.5,Medium Value
0296ddaa154279cc2bd15621e06e6f1f,99.9,High Value
029b457bd01199c39136f89e0eddcd3a,180.0,High Value
029d944cf2f7fc6640e877c5c3612509,378.0,High Value
02a81ef75e80450061b235f691600dc0,39.9,Medium Value
02ab4d19fd037fa00ad9892f7d529a8f,129.9,High Value
02b2ee0aa7ac4b3db5463ec3863ff8f7,0.0,Low Value
02b6ef845021b8fefe19c8d200f3ee06,1914.58,High Value
02b7724060835bd13b499a886cbbcef5,59.9,Medium Value
02bab436d042d111ec4b7c67cfab8835,127.0,High Value
02bb0a3e6081abdf2c4d03d0069166b8,45.9,Medium Value
02bb821f9cd6c3079ecb9fed96232e18,0.0,Low Value
02bc079a58dfe937bdc5d97c8bac00ac,65.9,Medium Value
02beeff55d95ac493f904fb9cdb786b3,0.0,Low Value
02c163ec34a9218f6f3e1e1a7b9aeb28,104.0,High Value
02c639f8dd288caf7cc6dc66513c23b3,93.99,Medium Value
02c8bc3ccd6019dbd5c1368b9e0a018c,99.0,High Value
02c9e0c05a817d4562ec0e8c90f29dba,75.9,Medium Value
02cb7a57062bb762678e321e15ffb11d,0.0,Low Value
02cbd914a9195133282311e609f3b5d7,110.0,High Value
02cc3b5d9fb4b6a27fcffba8640601d4,9.9,Low Value
02ccceb879088a0253e1e46e0200bdb8,0.0,Low Value
02ce856522310e96cddf763e086f3221,0.0,Low Value
02d00438cdf92f0ee2809b20683a4619,157.0,High Value
02d01e34105848c4f70c643817d8b904,58.99,Medium Value
02d8301419d25947683ed2537556d0d3,84.99,Medium Value
02d9021953c04338ce1d4e7065fa1aac,54.9,Medium Value
02dae28f5d185f91a95c80fb5d6f8c35,0.0,Low Value
02de4549062c866411c4f35eb01a2355,37.9,Medium Value
02de760072b85fac1d78e167227a03fc,388.0,High Value
02e4c56fefa30628768ffe326d332e2f,39.99,Medium Value
02e5f63d2706fa1cdf1b54b66155db73,53.0,Medium Value
02e7d568f699b57b0bbb98cef89e0832,0.0,Low Value
02e8a66528e84b3ca6150d9b1e03a26f,2110.0,High Value
02e9109b7e0a985108b43e573b6afb23,39.0,Medium Value
02e9827c15167f699df7bf90d326ffdb,22.99,Low Value
02f1bf7b0a3e8e4f916c2584908314e7,59.0,Medium Value
02f497cc7dfdd937def02d2359f93f8e,112.0,High Value
0303ef40ef95a500ba038e141c9b935b,42.0,Medium Value
0309db53bd596593382d0accd83d292e,670.0,High Value
0311af7210c394f67fdca2a473045be7,59.99,Medium Value
031236e057e0c70d7af9c22d5bf4690c,19.99,Low Value
0318f66ddf6aa615fdb10d6d7b596194,765.0,High Value
0319cd43072df023584a1fa0a94d45ce,229.9,High Value
031e19fc630c4121f1238716f41675c3,10.1,Low Value
03219f704113c9e40797774e4ddb532d,0.0,Low Value
0326b453e609278b3b5251bcf3c157de,29.99,Low Value
0326b5f0f7b97564beacafb4bc3f051b,0.0,Low Value
0329fc1a5c3519ff9d894a49698269e6,139.0,High Value
032cfb33364e07ebcafb4b8a92d7eec4,69.9,Medium Value
032e4efa58936187018b68818b0f49c4,68.8,Medium Value
033074087e0a07fb66f9552e71b141ab,21.99,Low Value
0331ceffb5757c1ca368a6c4ed73ae3a,0.0,Low Value
0331dad88c30f83604221e326fecbaed,24.99,Low Value
0333a3c96c9fa77a1f291132ecaea177,615.0,High Value
0341bbd5c969923a0f801b9e2d10a7b8,280.0,High Value
03459ab284a12b6d17eaf5b9c1c5b357,0.0,Low Value
034b9598ed15f8c7c94d5d68734aaf60,119.99,High Value
034d647ff381be4e2d6736e7f4f3cd15,289.0,High Value
034f3cf671ecc03610f2ce339ee72f4b,24.99,Low Value
035e7cd88b7450fd33efeca817081a53,58.19,Medium Value
035fe666eaf44eb44ec1967c30710ddb,47.9,Medium Value
0362e8cd9f08e6170923576a577fc748,0.0,Low Value
036fad4da661be7be3ad588329aefc1b,0.0,Low Value
037576137eb995f89b3abc6c690a3d24,99.5,High Value
0377c4b5792adc66cac7fbcf5f90dbd0,89.99,Medium Value
0378d90f53fc5cc775e447e1eaff6ea3,0.0,Low Value
0379f1984bd3b7850ed7f4ec0a9e4134,59.6,Medium Value
038000a92d070ecf4f4212b804b2844c,159.9,High Value
038124edcdaa5fae5dceb9b71f0c49d8,133.0,High Value
038301b43811478e1a8dc0e476eaf52e,299.0,High Value
0384a3228ed57a731fc7eeae852a1a06,54.9,Medium Value
0385202835886be536b884d2177cd4c7,12.99,Low Value
0385c3a53712e33b64f812d3102dc421,29.99,Low Value
03860720a9bb240fe64390835d7c1b7a,159.9,High Value
03863e6df8bceaf5ca8f00217eed7975,79.0,Medium Value
0387367daee04c9cbcf57eaee0d699c6,104.0,High Value
0387d9f3e2a143aecdaa33644ab6658c,129.0,High Value
038a113bd44096b673f1071b5f39a587,849.0,High Value
038ae1bbbd40a6649eed856e585467ea,105.0,High Value
038d84ab58dc78ee67846b354424ca6b,89.9,Medium Value
03918c171b9f3f81c1a0799589d63b78,36.5,Medium Value
039a597bb045646b899477a8480bdd93,0.0,Low Value
03a7a36e23016fe4e8d04f751b51937a,329.9,High Value
03af1d692ad6c5b722844ea5db15d234,32.0,Low Value
03b844f8f2bfba1e73ce0d1894807af0,58.99,Medium Value
03bd54f79495a5307846e047faba03d2,283.2,High Value
03c8ca2c50b62610046f79db89de75b5,75.0,Medium Value
03cccac05d316dc60827fa7abedd608e,89.9,Medium Value
03d23be2f66b1cceebe6ada221651187,56.99,Medium Value
03d5cfec0045128e2cfba2a96a12e962,121.97,High Value
03d9f0637ae0ea5af27cc258a608618a,152.0,High Value
03dabd77cb0ed7a26fafe19e36b67742,0.0,Low Value
03dcb7b1479590ad3188549f8ebfa66e,0.0,Low Value
03dccfec4bfcd02164924153764e1b76,50.0,Medium Value
03e0b6f13c0a3b1e365a78c3745c5945,53.99,Medium Value
03e990124fb8dfe30716b4237eceaa9b,79.9,Medium Value
03f05c2a180d57b7451f87cb4864ba53,209.9,High Value
03f26315a01aba2f3e054a91bdb5bd22,0.0,Low Value
03f57ac1bec6632e9d997677c133487c,78.9,Medium Value
03f923dbcd3b3c763b22b24db6072d27,310.0,High Value
0406cf15692299edc40fa5c2106ff7f6,58.9,Medium Value
0408706c63edeca6b44b24f6f077aa47,85.0,Medium Value
040e4df45a02c9d398c233227f207f67,99.0,High Value
040f8dcf0a86b8897aaa4eb25e49830f,69.0,Medium Value
041397b7bed1e0b64cc8df9e4a761873,169.0,High Value
0417c5c4535764e979a11b19edfef588,46.4,Medium Value
041896d54e67bbb4bd79d31bdce23a76,84.0,Medium Value
041caba6a63ace5818387698ea85cdb2,58.989999999999995,Medium Value
041d483c228fc3802663dca1b28f9dcc,35.99,Medium Value
041d8c4146c8cd3589311dd7d1ad3497,39.9,Medium Value
041dc685b89c2bdbe0266667d2a3ba97,177.0,High Value
041eaf07c71e1d56b489dff63a270e6a,78.99,Medium Value
041ecd93f392ac99f53809f2fc47c7fb,159.9,High Value
0424c5ebdb5ce70bcd7b596efb17b561,1309.99,High Value
042507632a640723b9060d4c617302e5,14.99,Low Value
042613930f984a8467523450f14de9fb,0.0,Low Value
0427f91f14294337ecae198745d6a95e,149.9,High Value
04286686c86ebb7e5f9276bb33f8fbe1,29.99,Low Value
04286d6b518d663059efd891de25c596,59.9,Medium Value
042d75d0b730ce22c08efe5ba71b1664,0.0,Low Value
0430815838853d88dd12f38611b8646a,34.99,Medium Value
04334bf56d76e503c2b474e3bc129d65,169.9,High Value
04370c96850ca795aa0c01a7c57dd1a6,99.9,High Value
043a01cff21e0bce3a77a16d6ea14923,105.3,High Value
043afed31d52a09afda151e9f0b3d0ad,19.97,Low Value
043fafc395021cdb15f9c86c835bddd0,0.0,Low Value
044f89a64b7bd1c9ceecd8f9a83971a8,59.9,Medium Value
044fbfba85531679c84bc0463296096f,14.49,Low Value
0451ef5a31cea3e14ce02d768d7c9943,194.99,High Value
0457229263e71157bd7cf568a56d5ec3,47.65,Medium Value
045d728ade88ec80f546742429789ff1,0.0,Low Value
0464159afca7dc384819dc5f0b3570e6,69.9,Medium Value
0469bf6f9c40cb4df54d469bf561fedc,18.9,Low Value
046ed33aa8bef51855af6010a11a835c,0.0,Low Value
0470135d506f45f407a71c9094f62d6d,119.9,High Value
0470bf3136b0be2cd577ab2d42f718cd,29.98,Low Value
04716d605653245719dddc7e2cb3cf64,245.9,High Value
047349583aacc952cfd041dcd3c1ba1a,89.9,Medium Value
04748ab218810c6ea98e490d2ef9facf,109.0,High Value
047871829ba4a3405f7b4264e218e3ab,0.0,Low Value
0478a6ce7961c89622e3de039c9c060a,69.9,Medium Value
047fee6d20e56bd3465d2c4b558373cf,0.0,Low Value
0480fb293e9b6ecd62e3696ef83dcf96,0.0,Low Value
0482f8eb57c7df640fa8a9a6a883c488,112.94,High Value
048a6567af76cdb111594400e03199fd,24.99,Low Value
048bd839cac80bb9e2030ec06a5fdb8a,138.9,High Value
048d8f14e6405a5a157e74724357086f,24.9,Low Value
048dbdf8f9bbd1be87b25868d1408311,0.0,Low Value
048ddfe7d85bd770b6dd93ce899424c8,69.9,Medium Value
048df8b25dc48e1554eccde119d6cecd,102.4,High Value
04964ca17488b76124c740071931f90c,50.75,Medium Value
049ac10f22b18d0a463429e2dfbbb353,19.9,Low Value
049ec66b52dce434c8435d48cb962d9c,32.0,Low Value
04a24732681955f5daf4c435f5025743,77.8,Medium Value
04a324a336173e546dab5835e0b287bc,52.5,Medium Value
04a62672e4bb912cfbe3d049b453f9d0,50.7,Medium Value
04a7a56a0a465fcbd3396bd3626a803e,0.0,Low Value
04a7c87b5ad765b927cea5414d2222d5,149.99,High Value
04ae6453ac0b2807721d210786d83b50,0.0,Low Value
04b6b856b16a682a6906b6ff778f7479,27.9,Low Value
04bb7cdad7b0b034c528545519ac8096,0.0,Low Value
04be500031efe43d2defff8c41810543,79.9,Medium Value
04be8deea7b8064b5f5fbcb8e3ee637b,180.4,High Value
04c08b11822a7d91116c2367d363413c,101.0,High Value
04c5ad73047074972e9a1c744c3b4bf8,0.0,Low Value
04ccbcbbef2cab112c2b5e1589bdf9dd,89.9,Medium Value
04cd710b37e369bf16d340a725f22010,114.38,High Value
04cf8185c71090d28baa4407b2e6d600,38.25,Medium Value
04d72e3bcf0dbb259f2c98550640a179,199.9,High Value
04daf0030c088fed728993ef9f7eaa56,85.0,Medium Value
04dc693818a94b104356b6a89197fedb,189.9,High Value
04def30885d4c09ed018f9bee6c3fac8,0.0,Low Value
04df07c295971621f8756bdc5adc90fb,0.0,Low Value
04e1ad29192c7d23646272968393bf36,0.0,Low Value
04e495a3f45df8b41be2e934bbc16961,110.99,High Value
04e5a8efc73cc750a235284e801a2d28,14.0,Low Value
04e6e34e5ad54169544a7378223acdbe,419.9,High Value
04e7b09e41a01df2100b30d1a880680d,89.0,Medium Value
04e9d0d712ca6da77124d0ee12be1d6a,35.9,Medium Value
04ebe7670da121a91344d0fd5547222f,0.0,Low Value
04ecdc3e754a48294d832436960a3280,154.4,High Value
04edaceb9e1df2e1198a0692124dbe2a,100.0,High Value
04ee75eab089ad700b67791cbba77f4a,49.9,Medium Value
04ef415f1d1c565ac89d4c345ae6fc40,133.9,High Value
04effeb71dfa28a5096368addc3994be,159.9,High Value
04f08b09dd9ae5d658be400b1b786c47,55.9,Medium Value
04f1fd1b75385fd1c7b6de018e0c4ab3,0.0,Low Value
04f2b3af34d63daf3623b1ff65293459,265.0,High Value
04f54cb09b4216795433e4fc5d0db66e,126.8,High Value
04f6b73a950bfc7afab0cbf82fff47b1,0.0,Low Value
04faabcdbf48e775bc5e313369bc15bc,129.9,High Value
04fd5a9e4651e819c4394aab66caed2a,27.9,Low Value
04fe4ed7afa55ab5fee4dc94ec7ef77f,150.0,High Value
04ff09e422b47d5aafac10006708b732,140.0,High Value
04ff6fa5671532494b7947c8c46f25f6,0.0,Low Value
05040c74e2cd51e7d6fd425b5c94a37f,0.0,Low Value
050555c26479bbb8ba0740c37e7454d0,40.0,Medium Value
0506e79c51716904929e3f50a05d38c3,0.0,Low Value
05080e528ffd17731221b7eb05e9c026,0.0,Low Value
0509ab034845adb0b4c91b6f0e7b7260,158.0,High Value
050b06cf630edd6254091a964ad8880b,19.99,Low Value
050e851d9dc8fee1217f1a61ef82d095,0.0,Low Value
050edcc983b8b15a8c076355d0a784bd,146.0,High Value
050f82d832f1d20ec2d3c4e0bf13996c,69.99,Medium Value
050f9cf69723c91054d44c3b3a1e7ac2,0.0,Low Value
05105abc98016eb044d450d5e60de1b2,55.9,Medium Value
05114881a5aab7df4a187e73f7ba33c9,0.0,Low Value
05138f0e74cada45353482fa3920defd,349.99,High Value
0514d58859a4a5ca6476885ba50b2f6b,89.9,Medium Value
0524902d85f78a73cad0686ab836581f,99.0,High Value
0527504d9e51e19c4f352774078872f0,189.0,High Value
052862d82d6f60b7f189002fd598a135,69.99,Medium Value
052ad6288149460cb16d585299139e28,89.9,Medium Value
052def2a27b8894dd207c36345ce1e9c,27.9,Low Value
053512da48b81050b5422b1c48d44c65,0.0,Low Value
053617486d590f6e06a7e027e6e3914f,74.9,Medium Value
053ee39e5fff8053a860892cbd54d1ed,0.0,Low Value
053f7850c3ffd9726cff61c7e42af797,22.0,Low Value
05401081ef59ed0b257831b4c3b0d3fe,54.95,Medium Value
05419d806a7acd2b01320e4909a933e8,0.0,Low Value
05453ef86290884066d89d2ec2dcd0a2,99.9,High Value
0545ab6349de18e6a015b68c6eb2a377,89.0,Medium Value
0549ef973c77b27ad1c186e845f72a5c,29.0,Low Value
0550075d442dc3ba0369e9e034795a7e,0.0,Low Value
0551e29d87422d88feca4626c030ccef,89.9,Medium Value
0561577fae5ac90dc55e6ec7755f4823,0.0,Low Value
056260ac28220b475caa0c4f02cc6137,48.9,Medium Value
0566eb08d5fd8bb33308595daa60035f,139.9,High Value
0567da3da02026dc5c168ba90480cd94,35.0,Medium Value
056cdea81f2a09768fd9dc7e0b45e1ec,54.9,Medium Value
0570089e1e1b3cf57b7f7d545cb204aa,46.445,Medium Value
057707b95bb0f789915111ab30d7b772,57.9,Medium Value
057854159bbc3a0aca93bbecd210c495,54.9,Medium Value
057c2691d1064a864c78eb7e34307b46,250.0,High Value
057ec892ba68872e8742dc47e3727187,34.9,Medium Value
0581b683b2965a9e6c11e0d1059a751e,134.9,High Value
0582b201db50b4a6a7e80e27f380de9c,0.0,Low Value
058e28fceb01698d7eefe53e8fe2ce9e,50.0,Medium Value
059063072de58e5a847e76c4593d5629,418.9,High Value
05950dd13be9313da9752082073de48d,89.9,Medium Value
0598dd4eaa6611265e192ffa2e8133aa,59.9,Medium Value
