order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,item_count,unique_products,unique_sellers,item_revenue,freight_value,avg_item_price,max_item_price,product_categories,distinct_categories,avg_product_weight_g,avg_product_volume_cm3,payment_value,payment_installments,payment_types,credit_card_value,payment_credit_card_value,credit_card_share,review_score,review_count,has_review_comment,purchase_date,purchase_month,delivery_days,estimated_delivery_days,approval_hours,late_delivery_flag,delivered_flag,cancelled_flag,geolocation_zip_code_prefix,latitude,longitude,geo_city,geo_state,geo_records
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,2.0,1.0,1.0,198.0,61.06,99.0,99.0,garden_tools,1.0,9000.0,19656.0,259.06,1.0,credit_card,0.0,259.06,1.0,1.0,1.0,1.0,2017-05-16,2017-05,12.6509375,21.17974537037037,0.15222222222222223,0.0,1,0,20780.0,-22.897690061890493,-43.2717869398985,rio de janeiro,RJ,175.0
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,1.0,1.0,1.0,98.0,16.13,98.0,98.0,computers_accessories,1.0,325.0,9261.0,114.13,1.0,credit_card,0.0,114.13,1.0,4.0,1.0,0.0,2017-07-13,2017-07,5.754594907407407,25.16792824074074,0.19916666666666666,0.0,1,0,4278.0,-23.60198915306711,-46.60898545628714,sao paulo,SP,34.0
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,1.0,1.0,1.0,31.9,18.23,31.9,31.9,perfumery,1.0,450.0,4352.0,50.13,1.0,boleto,0.0,0.0,0.0,5.0,1.0,0.0,2018-06-07,2018-06,12.083020833333334,40.57894675925926,41.11472222222222,0.0,1,0,35400.0,-20.3869790691355,-43.505821667951786,ouro preto,MG,430.0
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,1.0,1.0,1.0,19.9,12.8,19.9,19.9,bed_bath_table,1.0,200.0,2560.0,32.7,3.0,credit_card,0.0,32.7,1.0,5.0,1.0,0.0,2018-07-25,2018-07,4.922395833333334,13.26099537037037,0.18444444444444444,0.0,1,0,4812.0,-23.713992186024687,-46.68758115736629,sao paulo,SP,97.0
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP,1.0,1.0,1.0,38.25,16.11,38.25,38.25,toys,1.0,583.0,8400.0,54.36,1.0,credit_card,0.0,54.36,1.0,4.0,1.0,1.0,2018-03-01,2018-03,11.390254629629629,19.40662037037037,0.9386111111111111,0.0,1,0,5271.0,-23.42900540716427,-46.79412511389032,sao paulo,SP,80.0
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,1.0,1.0,1.0,132.4,14.05,132.4,132.4,perfumery,1.0,150.0,8000.0,146.45,10.0,credit_card,0.0,146.45,1.0,5.0,1.0,1.0,2018-06-07,2018-06,13.855092592592593,26.20611111111111,124.46388888888889,0.0,1,0,74820.0,-16.707962217899865,-49.248017339334375,goiania,GO,27.0
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ,1.0,1.0,1.0,1299.0,77.45,1299.0,1299.0,construction_tools_construction,1.0,20850.0,125000.0,1376.45,10.0,credit_card,0.0,1376.45,1.0,,,,2018-01-02,2018-01,17.276574074074073,34.20783564814815,0.13916666666666666,0.0,1,0,21381.0,-22.878942689840734,-43.3156555939609,rio de janeiro,RJ,76.0
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,1.0,1.0,1.0,27.99,15.1,27.99,27.99,telephony,1.0,300.0,816.0,43.09,4.0,credit_card,0.0,43.09,1.0,5.0,1.0,0.0,2017-12-26,2017-12,12.954918981481482,33.01283564814815,0.1475,0.0,1,0,88780.0,-28.23919513267532,-48.67329713366172,imbituba,SC,199.0
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,1.0,1.0,1.0,17.9,11.85,17.9,17.9,bed_bath_table,1.0,250.0,4800.0,29.75,1.0,credit_card,0.0,29.75,1.0,5.0,1.0,0.0,2017-11-21,2017-11,6.766886574074074,19.99744212962963,0.17805555555555555,0.0,1,0,13186.0,-22.884873080397902,-47.19933217790772,hortolandia,SP,186.0
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,1.0,1.0,76.0,16.97,76.0,76.0,telephony,1.0,325.0,3344.0,92.97,1.0,"credit_card, voucher",0.0,5.96,0.06410670108637195,4.0,1.0,0.0,2017-10-26,2017-10,13.269143518518518,27.337199074074075,0.23,0.0,1,0,44024.0,-12.244241708710856,-38.97891415071692,feira de santana,BA,42.0
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,1.0,1.0,1.0,109.9,8.96,109.9,109.9,health_beauty,1.0,525.0,4368.0,118.86,1.0,boleto,0.0,0.0,0.0,2.0,1.0,1.0,2017-09-18,2017-09,21.327962962962964,9.394791666666666,13.544166666666667,1.0,1,0,4001.0,-23.5725492783773,-46.652270657510506,sao paulo,SP,69.0
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,1.0,1.0,1.0,79.99,8.91,79.99,79.99,health_beauty,1.0,250.0,3960.0,88.9,4.0,credit_card,0.0,88.9,1.0,5.0,1.0,0.0,2018-03-15,2018-03,4.386018518518519,13.630092592592593,0.2808333333333333,0.0,1,0,8473.0,-23.57962416760864,-46.3943925,sao paulo,SP,53.0
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,1.0,1.0,1.0,9.5,7.78,9.5,9.5,electronics,1.0,200.0,2800.0,17.28,1.0,credit_card,0.0,17.28,1.0,3.0,1.0,0.0,2018-02-03,2018-02,4.8167939814814815,17.14056712962963,0.21305555555555555,0.0,1,0,3323.0,-23.545366586848274,-46.57210214425241,sao paulo,SP,22.0
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,1.0,1.0,1.0,129.99,57.58,129.99,129.99,baby,1.0,14950.0,81620.0,187.57,3.0,credit_card,0.0,187.57,1.0,4.0,1.0,0.0,2018-01-08,2018-01,18.40079861111111,43.66980324074074,0.20055555555555554,0.0,1,0,89070.0,-26.8760337388077,-49.126927740292366,blumenau,SC,52.0
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,1.0,1.0,1.0,89.9,14.21,89.9,89.9,stationery,1.0,600.0,10725.0,104.11,1.0,boleto,0.0,0.0,0.0,5.0,1.0,1.0,2018-08-09,2018-08,4.277627314814815,7.510648148148148,15.669722222222223,0.0,1,0,18052.0,-23.532109845482143,-47.49788085782504,sorocaba,SP,76.0
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,1.0,1.0,1.0,109.9,15.53,109.9,109.9,cool_stuff,1.0,500.0,4224.0,125.43,1.0,boleto,0.0,0.0,0.0,2.0,1.0,1.0,2018-02-20,2018-02,28.928483796296295,19.009108796296296,26.73138888888889,1.0,1,0,21715.0,-22.879516013116906,-43.43965733110896,rio de janeiro,RJ,94.0
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,2.0,2.0,2.0,130.4,97.28,65.2,90.9,baby,1.0,5650.0,34660.0,227.68,10.0,credit_card,0.0,227.68,1.0,1.0,1.0,1.0,2018-06-04,2018-06,12.639375,43.999849537037036,24.5825,0.0,1,0,41213.0,-12.934276850929265,-38.44490853716337,salvador,BA,38.0
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,1.0,1.0,1.0,47.9,12.79,47.9,47.9,perfumery,1.0,200.0,1512.0,60.69,2.0,credit_card,0.0,60.69,1.0,5.0,1.0,1.0,2018-03-12,2018-03,9.535694444444445,15.923310185185185,1.6355555555555557,0.0,1,0,13568.0,-22.00321146228056,-47.85609149999999,sao carlos,SP,141.0
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,1.0,1.0,1.0,178.99,13.69,178.99,178.99,watches_gifts,1.0,292.0,1632.0,192.68,8.0,credit_card,0.0,192.68,1.0,4.0,1.0,0.0,2018-05-02,2018-05,14.382476851851852,20.509976851851853,25.156388888888888,0.0,1,0,9182.0,-23.69757799437929,-46.53024266527213,santo andré,SP,87.0
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,1.0,1.0,1.0,30.1,33.24,30.1,30.1,garden_tools,1.0,850.0,8000.0,63.34,3.0,credit_card,0.0,63.34,1.0,4.0,1.0,0.0,2018-02-25,2018-02,30.40189814814815,46.42326388888889,0.9513888888888888,0.0,1,0,69317.0,2.8170394364332667,-60.75540873264377,boa vista,RR,26.0
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,1.0,1.0,1.0,279.0,34.19,279.0,279.0,baby,1.0,16450.0,98560.0,313.19,1.0,boleto,0.0,0.0,0.0,2.0,1.0,1.0,2017-08-10,2017-08,8.103807870370371,12.501006944444445,38.780833333333334,0.0,1,0,5634.0,-23.60419945989382,-46.73933198987245,sao paulo,SP,41.0
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,1.0,1.0,1.0,186.9,38.0,186.9,186.9,air_conditioning,1.0,100.0,5967.0,224.9,4.0,credit_card,0.0,224.9,1.0,1.0,1.0,1.0,2018-04-16,2018-04,18.63396990740741,28.114131944444445,0.9130555555555555,0.0,1,0,55540.0,-8.679900867736391,-35.58958677543614,palmares,PE,77.0
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,1.0,1.0,1.0,49.0,14.1,49.0,49.0,furniture_decor,1.0,3000.0,8349.0,63.1,1.0,credit_card,0.0,63.1,1.0,4.0,1.0,0.0,2017-12-12,2017-12,22.17189814814815,26.419398148148147,47.969166666666666,0.0,1,0,5778.0,-23.641952559707697,-46.752176831743824,sao paulo,SP,66.0
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,a2649503b92028291f011a976619b322,26572,mesquita,RJ,1.0,1.0,1.0,84.9,15.35,84.9,84.9,toys,1.0,800.0,19166.0,100.25,1.0,credit_card,0.0,100.25,1.0,5.0,1.0,1.0,2018-02-03,2018-02,18.4784375,31.472939814814815,0.1922222222222222,0.0,1,0,26572.0,-22.784106589100027,-43.41006894756967,mesquita,RJ,29.0
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,1.0,1.0,1.0,179.0,9.41,179.0,179.0,perfumery,1.0,425.0,4608.0,188.41,2.0,credit_card,0.0,188.41,1.0,5.0,1.0,0.0,2018-07-29,2018-07,1.9680439814814814,7.017465277777778,0.17333333333333334,0.0,1,0,13454.0,-22.74073757204978,-47.376815906482335,santa barbara d'oeste,SP,120.0
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,1.0,1.0,1.0,78.0,28.95,78.0,78.0,garden_tools,1.0,850.0,36000.0,106.95,4.0,credit_card,0.0,106.95,1.0,5.0,1.0,1.0,2018-02-17,2018-02,30.374756944444446,30.333495370370372,0.2633333333333333,1.0,1,0,77480.0,-12.480042118075056,-49.12182771726464,alvorada,TO,21.0
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,1.0,1.0,1.0,39.9,26.89,39.9,39.9,electronics,1.0,1207.0,4000.0,66.79,1.0,boleto,0.0,0.0,0.0,4.0,1.0,1.0,2018-02-21,2018-02,20.238553240740742,35.239444444444445,31.927777777777777,0.0,1,0,62360.0,-3.9225509298895314,-40.889024616078174,ibiapina,CE,12.0
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP,1.0,1.0,1.0,27.9,15.1,27.9,27.9,computers_accessories,1.0,200.0,2016.0,43.0,1.0,boleto,0.0,0.0,0.0,5.0,1.0,0.0,2017-07-31,2017-07,7.991331018518519,21.099189814814814,29.314444444444444,0.0,1,0,19780.0,-22.24699636845572,-50.70067936396437,quata,SP,99.0
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE,1.0,1.0,1.0,445.0,63.17,445.0,445.0,health_beauty,1.0,683.0,9570.0,508.17,1.0,boleto,0.0,0.0,0.0,5.0,1.0,1.0,2018-06-01,2018-06,17.38170138888889,45.48387731481481,87.20055555555555,0.0,1,0,54330.0,-8.170411840412012,-34.92836695115125,jaboatao dos guararapes,PE,73.0
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP,1.0,1.0,1.0,36.9,12.79,36.9,36.9,bed_bath_table,1.0,700.0,4800.0,49.69,4.0,credit_card,0.0,49.69,1.0,3.0,1.0,0.0,2018-03-26,2018-03,10.207638888888889,16.283125,0.26916666666666667,0.0,1,0,4561.0,-23.609776751457098,-46.68410003531652,sao paulo,SP,54.0
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ,1.0,1.0,1.0,119.99,34.2,119.99,119.99,garden_tools,1.0,6050.0,8000.0,154.19,4.0,credit_card,0.0,154.19,1.0,5.0,1.0,1.0,2017-05-19,2017-05,11.795208333333333,23.21273148148148,0.19361111111111112,0.0,1,0,26600.0,-22.614378649331478,-43.70741627206806,paracambi,RJ,236.0
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,1.0,1.0,1.0,339.0,17.12,339.0,339.0,housewares,1.0,14300.0,43928.0,356.12,10.0,credit_card,0.0,356.12,1.0,1.0,1.0,1.0,2017-11-24,2017-11,33.89693287037037,26.105694444444445,2.8891666666666667,1.0,1,0,19400.0,-21.876176339641987,-51.84436934059116,presidente venceslau,SP,263.0
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,1.0,1.0,1.0,69.9,25.77,69.9,69.9,sports_leisure,1.0,281.0,10500.0,95.67,9.0,credit_card,0.0,95.67,1.0,5.0,1.0,0.0,2017-08-04,2017-08,7.873622685185185,27.284270833333334,0.24222222222222223,0.0,1,0,73350.0,-15.616891160780384,-47.64693741003978,brasilia,DF,72.0
