customer_unique_id,segment,cluster_id,recency_days,frequency,monetary,avg_order_value,avg_review_score,avg_delivery_days,late_delivery_rate,state,city
000ec5bff359e1c0ad76a81a45cb598f,Service-Risk / Low-Satisfaction Customers,0,9,1,27.75,27.75,5.0,6.067523148148148,0.0,SP,salto de pirapora
000ed48ceeb6f4bf8ad021a10a3c7b43,Service-Risk / Low-Satisfaction Customers,0,101,1,20.75,20.75,5.0,2.110636574074074,0.0,SP,sao paulo
000fbf0473c10fc1ab6f8d2d286ce20c,Recent Satisfied Buyers,1,35,1,362.38,362.38,5.0,8.264363425925925,0.0,SP,indaiatuba
0010a452c6d13139e50b57f19f52e04e,High-Value Multi-Order Customers,3,415,1,325.93,325.93,1.0,14.97349537037037,0.0,RS,taquara
0010fb34b966d44409382af9e8fd5b77,High-Value Multi-Order Customers,3,177,1,61.8,61.8,4.0,22.979375,1.0,SP,sao paulo
001147e649a7b1afd577e873841632dd,Dormant Low-Engagement Buyers,4,363,1,212.16,212.16,4.0,8.112175925925927,0.0,PR,maringa
00115fc7123b5310cf6d3a3aa932699e,Dormant Low-Engagement Buyers,4,585,1,76.11,76.11,4.0,10.99931712962963,0.0,DF,brasilia
0011805441c0d1b68b48002f1d005526,High-Value Multi-Order Customers,3,493,1,297.14,297.14,3.0,18.019375,0.0,PA,goianesia do para
0011857aff0e5871ce5eb429f21cdaf5,Dormant Low-Engagement Buyers,4,428,1,192.83,192.83,5.0,8.252175925925926,0.0,SP,santo andre
0011c98589159d6149979563c504cb21,Dormant Low-Engagement Buyers,4,390,1,117.94,117.94,5.0,11.1253125,0.0,MG,campos altos
0012929d977a8d7280bb277c1e5f589d,Premium Basket Buyers,2,316,1,155.65,155.65,1.0,7.1315625,0.0,RS,canoas
0014a5a58da615f7b01a4f5e194bf5ea,Dormant Low-Engagement Buyers,4,223,1,99.82,99.82,5.0,8.075706018518519,0.0,SP,sao paulo
0015752e079902b12cd00b9b7596276b,Dormant Low-Engagement Buyers,4,27,1,74.82,74.82,5.0,3.8926967592592594,0.0,SP,sao paulo
00172711b30d52eea8b313a7f2cced02,Dormant Low-Engagement Buyers,4,33,1,122.07,122.07,4.0,10.795046296296297,0.0,BA,jequie
00191a9719ef48ebb5860b130347bf33,Dormant Low-Engagement Buyers,4,498,1,58.86,58.86,3.0,15.126261574074075,0.0,SP,jarinu
001926cef41060fae572e2e7b30bd2a4,Recent Satisfied Buyers,1,378,1,91.21,91.21,4.0,8.334594907407407,0.0,MT,nova canaa do norte
001928b561575b2821c92254a2327d06,Recent Satisfied Buyers,1,5,1,164.81,164.81,2.0,6.010879629629629,0.0,SP,sao paulo
00196c4c9a3af7dd2ad10eade69c926f,Service-Risk / Low-Satisfaction Customers,0,33,1,37.58,37.58,5.0,16.517511574074074,0.0,SP,vinhedo
00196fdb2bf9edfc35e88ebfbcf8d781,Service-Risk / Low-Satisfaction Customers,0,188,1,27.0,27.0,3.0,28.126585648148147,1.0,RS,canoas
0019da6aa6bcb27cc32f1249bd12da05,Dormant Low-Engagement Buyers,4,200,1,87.71,87.71,1.0,5.5368865740740745,0.0,SP,limeira
0019e8c501c85848ac0966d45226fa1d,Dormant Low-Engagement Buyers,4,121,1,197.27,197.27,5.0,17.506319444444443,0.0,MT,cuiaba
001a2bf0e46c684031af91fb2bce149d,Service-Risk / Low-Satisfaction Customers,0,426,1,36.73,36.73,4.0,3.4047569444444443,0.0,SP,sao paulo
001a34eb30ecb8e3aacb07c475ca4dd1,Dormant Low-Engagement Buyers,4,49,1,161.71,161.71,5.0,1.9233912037037038,0.0,SP,sao paulo
001a3a8e11d76c9a366c31a4aa2cc529,Service-Risk / Low-Satisfaction Customers,0,101,1,24.23,24.23,5.0,17.661296296296296,0.0,RS,porto alegre
001ae5a1788703d64536c30362503e49,Premium Basket Buyers,2,265,1,135.08,135.08,5.0,31.48644675925926,1.0,RJ,volta redonda
001deb796b28a3a128d6113857569aa4,Service-Risk / Low-Satisfaction Customers,0,68,1,63.33,63.33,4.0,11.264305555555556,0.0,RJ,rio de janeiro
001f3c4211216384d5fe59b041ce1461,Service-Risk / Low-Satisfaction Customers,0,528,1,35.84,35.84,3.0,10.546516203703703,0.0,SP,sao paulo
002043098f10ba39a4600b6c52fbfe3c,High-Value Multi-Order Customers,3,521,1,237.81,237.81,4.0,23.703518518518518,0.0,SE,aracaju
002311514717ca8b65b09a26cdf7b91a,Dormant Low-Engagement Buyers,4,64,1,124.32,124.32,5.0,1.2860300925925925,0.0,SP,guarulhos
0023557a94bef0038066b5d1b3dc763e,Dormant Low-Engagement Buyers,4,154,1,107.44,107.44,3.0,21.015636574074072,0.0,SP,potirendaba
002471155ecd08d208d1376720e2a907,Dormant Low-Engagement Buyers,4,21,1,92.18,92.18,5.0,7.961840277777778,0.0,SC,itajai
00256bf7b05c08f6a5849df3d0a64f1f,Service-Risk / Low-Satisfaction Customers,0,89,1,57.73,57.73,3.0,9.927511574074074,0.0,SP,sao paulo
0025795df7a7d077c4c90162fa820085,High-Value Multi-Order Customers,3,37,1,214.08,214.08,1.0,3.0577314814814813,0.0,SP,sao paulo
0027324a96d26a2bc7d69262f83c8403,Dormant Low-Engagement Buyers,4,158,1,46.78,46.78,5.0,3.3284143518518516,0.0,SP,sao jose dos campos
0028a7d8db7b0247652509358ad8d755,Premium Basket Buyers,2,259,1,354.87,354.87,3.0,23.127627314814816,0.0,SP,valinhos
0028cfeb9dfcd3628a56d5b6400deef5,Premium Basket Buyers,2,235,1,118.2,118.2,5.0,9.77355324074074,0.0,SP,serrana
00293787e2aec37a9c253b63fdfe2049,Premium Basket Buyers,2,307,1,257.87,257.87,3.0,12.188761574074075,0.0,RJ,rio de janeiro
002aba8c1af80acacef6e011f9f23262,High-Value Multi-Order Customers,3,184,1,217.74,217.74,1.0,58.275532407407404,1.0,RJ,mangaratiba
002ae492472e45ad6ebeb7a625409392,High-Value Multi-Order Customers,3,325,1,218.66,218.66,3.0,11.79730324074074,0.0,DF,brasilia
002b4cd83fabaffaa475f78ea5ef3e08,Dormant Low-Engagement Buyers,4,575,1,64.42,64.42,2.0,8.81917824074074,0.0,MG,sao sebastiao do paraiso
002bdeb33da5b1b3ce8b9c822f749c82,Service-Risk / Low-Satisfaction Customers,0,267,1,38.09,38.09,5.0,8.870949074074074,0.0,SC,palhoca
002cdf87d4c03f08f7eb4551a923affc,High-Value Multi-Order Customers,3,302,1,228.67,228.67,1.0,30.105266203703703,1.0,SP,hortolandia
002d3bd901608f67c3fc11eaaa842b13,Service-Risk / Low-Satisfaction Customers,0,226,1,28.76,28.76,4.0,6.834675925925926,0.0,SP,santo andre
002d71b244beb91ca7030b15ab526446,Premium Basket Buyers,2,464,1,130.56,130.56,5.0,9.689699074074074,0.0,SP,santa cruz do rio pardo
002da6dde369f6a8b4c999ed61eb5a87,Dormant Low-Engagement Buyers,4,140,1,52.38,52.38,5.0,1.454212962962963,0.0,SP,sao paulo
002eb8b96288f3804e21d2777ac29895,High-Value Multi-Order Customers,3,404,1,137.99,137.99,5.0,12.370462962962963,0.0,MG,betim
002ed12115742033f015cb3c269ccf68,Dormant Low-Engagement Buyers,4,212,1,109.79,109.79,5.0,2.362766203703704,0.0,SP,santo andre
002ef00822613c94613e60e03b169fef,Dormant Low-Engagement Buyers,4,196,1,114.04,114.04,4.0,8.934803240740742,0.0,PR,pitanga
002feefec5af0a3b26ee7839c66d205e,Service-Risk / Low-Satisfaction Customers,0,305,1,77.57,77.57,1.0,33.16509259259259,1.0,RJ,rio de janeiro
003035f5ec76f2220098377482de93c9,Dormant Low-Engagement Buyers,4,366,1,62.47,62.47,5.0,6.898981481481481,0.0,MG,divinopolis
003162bf0351f47a1a247992b8b9b42d,High-Value Multi-Order Customers,3,46,1,536.6,536.6,5.0,9.10491898148148,0.0,ES,serra
00324c9f4d710e7bac5c5ba679714430,Service-Risk / Low-Satisfaction Customers,0,434,1,109.78,109.78,5.0,12.796342592592593,0.0,TO,paraiso do tocantins
0032c76b20340da25249092a268ce66c,Dormant Low-Engagement Buyers,4,693,1,144.94,144.94,4.0,26.147696759259258,0.0,SP,charqueada
0032ca69771a7758ce643258bb9e4ac7,Dormant Low-Engagement Buyers,4,44,1,62.45,62.45,5.0,6.8809375,0.0,SP,sao paulo
0033f4a2887e07e25aa1204d482f41ba,Premium Basket Buyers,2,65,1,425.04,425.04,5.0,10.708599537037037,0.0,BA,salvador
00344274804f3b8003de1b0562ae01df,High-Value Multi-Order Customers,3,52,1,226.23,226.23,3.0,14.127268518518518,0.0,PE,afranio
0034c76b7e6a17d738375b99afc2f01e,Service-Risk / Low-Satisfaction Customers,0,114,1,44.23,44.23,5.0,8.063715277777778,0.0,MG,paraisopolis
0035029989e6fc5cf030918a5f9f2037,High-Value Multi-Order Customers,3,110,1,546.12,546.12,5.0,5.22931712962963,0.0,SP,sao paulo
003650b504826ea534e02eba0ab58dd5,Service-Risk / Low-Satisfaction Customers,0,225,1,21.77,21.77,4.0,2.4346180555555557,0.0,SP,sao paulo
0036a074f98b80c4f1fc33dbbcf9c552,Service-Risk / Low-Satisfaction Customers,0,475,1,42.62,42.62,5.0,14.30236111111111,0.0,RS,santa rosa
0036b4a3d09ad551a5188c2e374da402,High-Value Multi-Order Customers,3,385,1,162.77,162.77,4.0,6.944375,0.0,PR,maringa
0036d365b138cc0ee06bed755bcb5044,Premium Basket Buyers,2,211,1,109.5,109.5,5.0,19.099270833333332,0.0,BA,pindobacu
00370dfde3d012c420d29657afc2fc8b,High-Value Multi-Order Customers,3,213,1,237.0,237.0,4.0,16.43340277777778,0.0,RS,candelaria
00377a18050b898b93e2c774be9947db,Service-Risk / Low-Satisfaction Customers,0,278,1,65.78,65.78,2.0,45.98979166666667,1.0,MT,cuiaba
0037aa56b017c105c3a9d47af71fff98,High-Value Multi-Order Customers,3,215,1,443.73,443.73,3.0,31.138182870370372,0.0,MG,belo horizonte
0037d2bbb9ebc39d9114aea27ee16d72,Premium Basket Buyers,2,521,1,143.73,143.73,5.0,8.179340277777778,0.0,SP,sao paulo
0037eb1ff742ee2e71ba887f65f3c6f3,High-Value Multi-Order Customers,3,413,1,228.79,228.79,5.0,13.4259375,0.0,PE,jaboatao dos guararapes
003800162424b7b5b3d75c9cf22a66e7,Dormant Low-Engagement Buyers,4,150,1,107.81,107.81,5.0,4.075833333333334,0.0,BA,feira de santana
00391594070baf8603f5fdc1d0c6a48c,Dormant Low-Engagement Buyers,4,24,1,119.32,119.32,3.0,7.845868055555556,0.0,SP,aracatuba
003a5571a07dcf09bf117d13d2980ba3,Dormant Low-Engagement Buyers,4,36,1,181.82,181.82,5.0,13.462662037037036,0.0,BA,salvador
003a7a8eb096ed3cbf713d2def1ca701,Premium Basket Buyers,2,16,1,157.46,157.46,5.0,9.990682870370371,0.0,MA,sao domingos do maranhao
003ac9408252444b489b1bfc013f5f8c,Service-Risk / Low-Satisfaction Customers,0,166,1,36.98,36.98,5.0,7.004502314814815,0.0,SP,tapirai
003ae409f37c3c30cb1c974af3a42692,Premium Basket Buyers,2,15,1,216.32,216.32,3.0,12.395902777777778,0.0,MG,lagoa santa
003c2067070f5b3d923235b1ea1cc17b,Premium Basket Buyers,2,23,1,147.38,147.38,3.0,10.125694444444445,0.0,CE,aiuaba
003c457932a554e4df13834237b1ed00,Premium Basket Buyers,2,237,1,142.51,142.51,5.0,3.327326388888889,0.0,SP,sorocaba
003d56767e53e08671de00da3fba8d40,High-Value Multi-Order Customers,3,272,1,178.59,178.59,5.0,21.125613425925927,0.0,MG,itajuba
003db7adfcdc49857b095a50191b6c9d,High-Value Multi-Order Customers,3,120,1,542.66,542.66,4.0,5.567789351851852,0.0,SP,suzano
003e28cb6fab8a0901bff9229612375f,Dormant Low-Engagement Buyers,4,535,1,137.26,137.26,5.0,3.8294444444444444,0.0,PR,curitiba
003e2af81ea3c72fbdd093f07724a4de,Dormant Low-Engagement Buyers,4,135,1,63.74,63.74,4.0,1.8907175925925925,0.0,SP,sao paulo
003f4901fdb60ae9c1e2538b84c208e1,Dormant Low-Engagement Buyers,4,283,1,162.79,162.79,5.0,16.99673611111111,0.0,DF,brasilia
003fb95e849e71e732629d94bb92762f,Dormant Low-Engagement Buyers,4,31,1,77.59,77.59,5.0,5.3016550925925925,0.0,SP,bebedouro
003fee4ca17927283128c7ddc6f9311b,Premium Basket Buyers,2,114,1,103.47,103.47,3.0,30.258564814814815,1.0,RJ,nova friburgo
004177f7bf62929186b32c7fdaa6157b,Premium Basket Buyers,2,314,1,433.98,433.98,1.0,18.028958333333332,0.0,RJ,rio de janeiro
004256f082951ec189a4962b6788c214,Premium Basket Buyers,2,160,1,259.15,259.15,5.0,12.201296296296297,0.0,SP,sao paulo
004288347e5e88a27ded2bb23747066c,Recent Satisfied Buyers,1,228,2,354.37,177.185,5.0,6.851105324074074,0.0,RJ,nova iguacu
0042dcca0ae57aaec6e808edc31a2d48,Dormant Low-Engagement Buyers,4,271,1,85.04,85.04,4.0,13.28111111111111,0.0,AL,maceio
0042dfa8925d6eb23e471ec350454f04,Dormant Low-Engagement Buyers,4,35,1,62.91,62.91,5.0,7.839097222222223,0.0,SP,sumare
0043d65f8039b4a4d43bc7b0f450ac2c,Dormant Low-Engagement Buyers,4,497,1,64.42,64.42,5.0,8.886099537037037,0.0,MG,belo horizonte
00444f48f6c9b55657e49435ce3a97ca,Dormant Low-Engagement Buyers,4,446,1,52.38,52.38,4.0,10.004652777777778,0.0,MG,uberlandia
00446a03d7a34d191507c9e42870d0a5,Dormant Low-Engagement Buyers,4,541,1,128.95,128.95,5.0,6.6222916666666665,0.0,SP,sao paulo
004493e0b0a37317d25665d340c0677d,Dormant Low-Engagement Buyers,4,84,1,83.32,83.32,3.0,6.079328703703704,0.0,RJ,rio de janeiro
0045e9ad4d6c85d2323a7ab374b76183,Service-Risk / Low-Satisfaction Customers,0,71,1,24.13,24.13,5.0,7.712025462962963,0.0,MG,barbacena
0046311f458d8041b00063cb99482903,High-Value Multi-Order Customers,3,393,1,112.33,112.33,5.0,99.94748842592593,1.0,SP,sao paulo
0047f3e16441284d757a8963344f6c59,Dormant Low-Engagement Buyers,4,367,1,76.18,76.18,4.0,9.523958333333333,0.0,SP,lencois paulista
0048706e497cfba0b689e1e3497bc99e,Dormant Low-Engagement Buyers,4,14,1,82.65,82.65,4.0,4.959236111111111,0.0,SP,jaboticabal
0048a779a98a7848514096ff04046079,Service-Risk / Low-Satisfaction Customers,0,22,1,41.04,41.04,5.0,6.419652777777777,0.0,MG,contagem
0049a16516d38fc2246696172a257f16,Dormant Low-Engagement Buyers,4,244,1,32.77,32.77,5.0,7.293090277777778,0.0,SP,sao paulo
0049dadc30da6a277c1e9d371df5a66f,Service-Risk / Low-Satisfaction Customers,0,442,1,26.01,26.01,3.0,21.82752314814815,0.0,DF,brasilia
0049db44bfd6cee26ac9c649329ff6ea,Premium Basket Buyers,2,541,1,109.04,109.04,2.0,13.51792824074074,0.0,SP,piracicaba
0049ec2d7a5818d0e4b3f4735cec2458,Service-Risk / Low-Satisfaction Customers,0,42,1,44.18,44.18,5.0,7.450046296296296,0.0,PR,londrina
004a432489f6630c6dfd3fc4454603f5,Premium Basket Buyers,2,257,1,84.01,84.01,5.0,11.404131944444444,0.0,PR,curitiba
004b45ec5c64187465168251cd1c9c2f,Service-Risk / Low-Satisfaction Customers,0,95,1,49.85,49.85,5.0,23.89068287037037,0.0,AL,maceio
004b9b1634b7becda8eec4e96bced882,Premium Basket Buyers,2,25,1,158.74,158.74,5.0,6.293287037037037,0.0,SP,santo andre
004d17fa2cb102a7c4817f040c884e59,Dormant Low-Engagement Buyers,4,198,1,39.78,39.78,5.0,2.608113425925926,0.0,SP,sao paulo
004df63539fd5e38d4b0a0506de7549c,High-Value Multi-Order Customers,3,45,1,993.55,993.55,3.0,10.087893518518518,0.0,PA,castanhal
004ed862ea4e55f18868d3d782d10879,Premium Basket Buyers,2,388,1,109.29,109.29,3.0,4.111331018518518,0.0,SP,sao bernardo do campo
004f84d065096f3cedd26cf0adc80b9d,High-Value Multi-Order Customers,3,126,1,189.08,189.08,4.0,14.855266203703703,0.0,SP,campinas
00504b68faa074d0f40adcb4f7727f71,High-Value Multi-Order Customers,3,18,1,198.7,198.7,3.0,5.639571759259259,0.0,RJ,mendes
0050dcff37f8b9ff611d245e30572b46,Dormant Low-Engagement Buyers,4,120,1,68.22,68.22,5.0,13.322152777777777,0.0,RS,santiago
00522457bba00bba576a34fd9b4808fd,Dormant Low-Engagement Buyers,4,516,1,127.98,127.98,5.0,9.177118055555555,0.0,SP,sao paulo
005226be8d5b972d0f72b4e8a79f322b,High-Value Multi-Order Customers,3,150,1,1600.51,1600.51,5.0,5.776006944444444,0.0,RJ,rio de janeiro
00539155ce68fbe677934aebdb17e09b,Dormant Low-Engagement Buyers,4,123,1,58.25,58.25,4.0,3.4875,0.0,SP,sao paulo
00543330561a9088f8b3879114a7b008,Dormant Low-Engagement Buyers,4,278,1,73.96,73.96,5.0,11.983958333333334,0.0,BA,esplanada
0055b522bc89cbfbf376d8b59a628470,Premium Basket Buyers,2,544,1,364.75,364.75,5.0,12.974710648148148,0.0,CE,fortaleza
0055bbb9c95f6acb8db89d1f6c316407,Premium Basket Buyers,2,197,1,83.23,83.23,5.0,19.226134259259258,0.0,SC,criciuma
0056c2dd794a5eede6164dcae635875a,Dormant Low-Engagement Buyers,4,21,1,171.88,171.88,5.0,8.560092592592593,0.0,MG,pirapora
0056f26cb8f20916c3baa0e39fc30709,Dormant Low-Engagement Buyers,4,152,1,109.23,109.23,5.0,9.500196759259259,0.0,SP,osasco
005754cb59f8ee5cdbb5cda9d138757e,High-Value Multi-Order Customers,3,40,1,258.38,258.38,5.0,11.343645833333333,0.0,RJ,macae
00575b2023dedcc0f3e81a938834689b,Service-Risk / Low-Satisfaction Customers,0,298,1,32.38,32.38,4.0,16.917986111111112,0.0,PR,nossa senhora das gracas
0057f64bff87f4698b4cbd338d62a2a8,Dormant Low-Engagement Buyers,4,9,1,82.86,82.86,4.0,1.2614583333333333,0.0,SP,sao paulo
0058e7db269cc11558913b42beb115d0,Premium Basket Buyers,2,104,1,78.88,78.88,4.0,5.267974537037037,0.0,SP,campinas
0058f300f57d7b93c477a131a59b36c3,Premium Basket Buyers,2,160,1,96.02000000000001,96.02000000000001,5.0,13.20574074074074,0.0,BA,salvador
0059acd36094bf670ec8b21be6c0044c,Service-Risk / Low-Satisfaction Customers,0,443,1,46.69,46.69,5.0,9.73318287037037,0.0,MG,cachoeira de minas
005d8faa4cf789cf52fb880a8569880a,Premium Basket Buyers,2,111,1,89.25,89.25,5.0,6.545034722222222,0.0,DF,brasilia
005e32bc930906dc6b65fb9d11cce3e2,Service-Risk / Low-Satisfaction Customers,0,360,1,49.6,49.6,5.0,8.96974537037037,0.0,RS,picada cafe
005ee3e015ec18092d7782e507cf68fe,High-Value Multi-Order Customers,3,333,1,187.96,187.96,4.0,16.456793981481482,0.0,AC,rio branco
005f060d4223956c62b64e9567a36f0f,High-Value Multi-Order Customers,3,99,1,777.68,777.68,3.0,14.931863425925926,0.0,SP,jundiai
005f4b46e70bbd3295a38e2fd28d6566,Dormant Low-Engagement Buyers,4,301,1,63.9,63.9,4.0,5.215138888888889,0.0,RJ,rio de janeiro
005f6fa02633470267dcd1e3ecd0fa79,Dormant Low-Engagement Buyers,4,34,1,272.04,272.04,5.0,5.059895833333333,0.0,SP,matao
005ff4ebe100db3eebbe6f7b19a8f99a,High-Value Multi-Order Customers,3,350,1,236.81,236.81,5.0,12.09880787037037,0.0,SP,sao paulo
006031108b00e5f73b2426a50b50f9c0,High-Value Multi-Order Customers,3,361,1,204.83,204.83,5.0,5.410405092592592,0.0,SP,sao paulo
00605a8897ed9ad73b5c93bebad2541a,Service-Risk / Low-Satisfaction Customers,0,157,1,31.13,31.13,5.0,32.94809027777778,1.0,RJ,campos dos goytacazes
00626f29f9b57d3ef7c1739ff03e944e,Dormant Low-Engagement Buyers,4,141,1,154.53,154.53,5.0,16.516030092592594,0.0,PI,teresina
0062adafa3846d9f372d8f1bde591b24,Premium Basket Buyers,2,186,1,149.87,149.87,5.0,17.19962962962963,0.0,SP,sao paulo
0063817060d662048ed08bccecaf45d5,Service-Risk / Low-Satisfaction Customers,0,230,1,71.38,71.38,5.0,14.417743055555556,0.0,MT,matupa
0064a1b5f5cddd047c987b988a90c8c1,Premium Basket Buyers,2,181,1,269.2,269.2,5.0,12.207395833333333,0.0,SP,marilia
0064c96f536ac6250275482221834154,Dormant Low-Engagement Buyers,4,70,1,65.33,65.33,4.0,8.803900462962963,0.0,SP,santana de parnaiba
00651d97d964127ccfc0e2e55464876d,Service-Risk / Low-Satisfaction Customers,0,184,1,23.72,23.72,1.0,4.128414351851852,0.0,SP,campinas
0065f6fb341f013a95a8e11cdc98d07a,Dormant Low-Engagement Buyers,4,325,1,119.32,119.32,4.0,10.911342592592593,0.0,SP,sao paulo
0065f7795a38381973a373c8b4939679,Service-Risk / Low-Satisfaction Customers,0,53,1,31.22,31.22,4.0,5.00332175925926,0.0,RS,porto alegre
0066b328e72fd82fd7420bf849c0e8b4,Premium Basket Buyers,2,360,1,94.35,94.35,4.0,7.038935185185185,0.0,SP,osasco
0067d2652c12515146721538868bbd80,Premium Basket Buyers,2,72,1,190.28,190.28,5.0,13.308703703703705,0.0,SC,blumenau
0068bd2e9e76c018846dbc6e2bec5ac5,Premium Basket Buyers,2,65,1,79.51,79.51,5.0,7.405555555555556,0.0,SP,sao paulo
006a8c1784d622ebe06bab57e72ee045,Premium Basket Buyers,2,277,1,66.64,66.64,2.0,34.14650462962963,1.0,RJ,rio de janeiro
006ab6f5e82340e927757563a9fbe7e4,High-Value Multi-Order Customers,3,271,1,300.6,300.6,1.0,52.305347222222224,1.0,RJ,nova iguacu
006b297ed73773b17d8874a2eb4466e8,Dormant Low-Engagement Buyers,4,142,1,108.46,108.46,5.0,10.225972222222222,0.0,BA,lauro de freitas
006bbb235068a01d2e3e47fa09ccf53c,Service-Risk / Low-Satisfaction Customers,0,195,1,34.0,34.0,5.0,20.06306712962963,0.0,DF,brasilia
006c10bfead12ac8d90486fb4ce4e603,Dormant Low-Engagement Buyers,4,76,1,77.22,77.22,5.0,3.5758217592592594,0.0,SP,sao bernardo do campo
006d763076d74d16d66e828e79ec1544,Dormant Low-Engagement Buyers,4,390,1,99.32,99.32,5.0,9.520381944444445,0.0,MG,montes claros
006e937bd5a5e32043018a6d1521b5d5,Dormant Low-Engagement Buyers,4,262,1,199.79,199.79,5.0,3.1085416666666665,0.0,BA,salvador
006ec5b170182812131c7d9b219c036f,Dormant Low-Engagement Buyers,4,318,1,61.77,61.77,5.0,4.189953703703703,0.0,MG,divinopolis
006f2f20cf0cd723624b99d0e8e40d0c,Service-Risk / Low-Satisfaction Customers,0,200,1,46.1,46.1,5.0,12.070543981481482,0.0,PR,curitiba
00704e915ae0d4a236eace0267454cf9,Premium Basket Buyers,2,394,1,123.39,123.39,4.0,9.85630787037037,0.0,MG,sabara
00705dcbc0b9cad67abd658612770905,Dormant Low-Engagement Buyers,4,19,1,47.93,47.93,5.0,4.021400462962963,0.0,SP,sao paulo
00720f160ff500d3605a1bf403eb62d9,Dormant Low-Engagement Buyers,4,103,1,118.54,118.54,5.0,9.343657407407408,0.0,SP,jundiai
00728bae3dec9c16b2193ab7e3195eb7,High-Value Multi-Order Customers,3,227,1,211.01,211.01,5.0,31.782685185185183,0.0,RJ,paty do alferes
00737247e3dc1942da2c527ef3bd2709,Service-Risk / Low-Satisfaction Customers,0,159,1,78.2,78.2,1.0,26.26332175925926,1.0,MG,vespasiano
0074a1d3f1995ff0538dc7197500973c,High-Value Multi-Order Customers,3,112,1,624.9,624.9,5.0,22.316967592592594,0.0,SC,capivari de baixo
00762eafc5dac5fc1574f91e9b7c9b67,Dormant Low-Engagement Buyers,4,203,1,233.93,233.93,5.0,3.702824074074074,0.0,SP,sao paulo
007658319c060f337577e8a1834d5df5,Dormant Low-Engagement Buyers,4,57,1,119.45,119.45,4.0,23.453078703703703,0.0,PB,joao pessoa
00765d375af0e700f61c57db00a8ee63,High-Value Multi-Order Customers,3,384,1,215.01,215.01,5.0,6.090706018518518,0.0,SP,santa barbara d'oeste
0076a71311bb2386a353f5ba87d2aa29,Premium Basket Buyers,2,397,1,70.53,70.53,5.0,13.07636574074074,0.0,CE,quixada
00776f3807b128beca64cd0b27138d92,High-Value Multi-Order Customers,3,342,1,321.57,321.57,3.0,12.02931712962963,0.0,SP,sao paulo
