customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage
02bab436d042d111ec4b7c67cfab8835,127.0,76.26,23.74,Regular Customer,Regular Marketing,38.6,53.66,23.74,Loyal Stage
02bc079a58dfe937bdc5d97c8bac00ac,65.9,75.55,24.45,Regular Customer,Regular Marketing,38.02,53.03,24.45,Loyal Stage
02c10a545b4ff4123a8490cfc32db78c,190.56,76.82,23.18,VIP Customer,VIP Loyalty Benefits,39.12,54.2,23.18,Loyal Stage
02c2e590ec422325d7b15a4f0c8004cd,65.0,77.2,22.8,Regular Customer,Regular Marketing,38.84,54.18,22.8,Loyal Stage
02c639f8dd288caf7cc6dc66513c23b3,93.99,75.69,24.31,Regular Customer,Regular Marketing,38.19,53.19,24.31,Loyal Stage
02ccceb879088a0253e1e46e0200bdb8,0.0,76.38,23.62,Regular Customer,Regular Marketing,38.19,53.47,23.62,Loyal Stage
02d11346c78159884066cdd2a5e0e102,109.0,75.71,24.29,Regular Customer,Regular Marketing,38.26,53.24,24.29,Loyal Stage
03001238832a9f1baa04ac2d050d6f47,0.0,76.33,23.67,Regular Customer,Regular Marketing,38.16,53.43,23.67,Loyal Stage
030d75f71f5db22bf54db16fc57bae5e,150.0,76.7,23.3,VIP Customer,VIP Loyalty Benefits,38.91,54.03,23.3,Loyal Stage
0319cd43072df023584a1fa0a94d45ce,229.9,76.72,23.28,VIP Customer,VIP Loyalty Benefits,39.22,54.22,23.28,Loyal Stage
031aa5ac6d8d997b03e739c47752aac3,329.9,76.92,23.08,VIP Customer,VIP Loyalty Benefits,39.69,54.58,23.08,Loyal Stage
032573996a6b19166a327f7d4c7eda5b,169.89,76.11,23.89,VIP Customer,VIP Loyalty Benefits,38.69,53.66,23.89,Loyal Stage
03418da5fc543b9c92cbe8a87f76ba27,288.0,76.13,23.87,VIP Customer,VIP Loyalty Benefits,39.14,53.94,23.87,Loyal Stage
03658a7798d3102fa2c6942dc260d376,18.9,76.82,23.18,Regular Customer,Regular Marketing,38.48,53.82,23.18,Loyal Stage
036ae786856e55298c63701d92a65b00,105.0,75.7,24.3,Regular Customer,Regular Marketing,38.24,53.22,24.3,Loyal Stage
037576137eb995f89b3abc6c690a3d24,99.5,76.06,23.94,Regular Customer,Regular Marketing,38.4,53.46,23.94,Loyal Stage
037d8f5d243514d9ea6e1608a6d532de,295.7,76.04,23.96,VIP Customer,VIP Loyalty Benefits,39.12,53.89,23.96,Loyal Stage
038000a92d070ecf4f4212b804b2844c,159.9,77.03,22.97,VIP Customer,VIP Loyalty Benefits,39.11,54.28,22.97,Loyal Stage
038124edcdaa5fae5dceb9b71f0c49d8,133.0,77.25,22.75,Regular Customer,Regular Marketing,39.12,54.37,22.75,Loyal Stage
03820299130367803663f7eb70bcf2bc,97.8,76.74,23.26,Regular Customer,Regular Marketing,38.73,53.93,23.26,Loyal Stage
03af1d692ad6c5b722844ea5db15d234,32.0,77.1,22.9,Regular Customer,Regular Marketing,38.67,54.04,22.9,Loyal Stage
03cf4e12f6dbafaa98d8db759e2f5d45,228.0,76.25,23.75,VIP Customer,VIP Loyalty Benefits,38.97,53.88,23.75,Loyal Stage
03d4953a455f8489e712ea80699de878,54.97,75.48,24.52,Regular Customer,Regular Marketing,37.94,52.96,24.52,Loyal Stage
03f73fe651d978936b253769873bc2e9,72.99,75.45,24.55,Regular Customer,Regular Marketing,38.0,52.98,24.55,Loyal Stage
03f923dbcd3b3c763b22b24db6072d27,310.0,76.38,23.62,VIP Customer,VIP Loyalty Benefits,39.34,54.16,23.62,Loyal Stage
04093066bc3fa341df1261a78e9a8e89,79.99,76.4,23.6,Regular Customer,Regular Marketing,38.5,53.66,23.6,Loyal Stage
041dc685b89c2bdbe0266667d2a3ba97,177.0,76.95,23.05,VIP Customer,VIP Loyalty Benefits,39.13,54.26,23.05,Loyal Stage
041e2512cf5dce7b291188545b696687,13.99,76.3,23.7,Regular Customer,Regular Marketing,38.2,53.44,23.7,Loyal Stage
041e38de03ec3b5f23ba5f5030a52b20,59.9,76.21,23.79,Regular Customer,Regular Marketing,38.33,53.48,23.79,Loyal Stage
0421cbe19607719626e374b2347686eb,298.0,76.56,23.44,VIP Customer,VIP Loyalty Benefits,39.39,54.26,23.44,Loyal Stage
0421e7a23f21e5d54efed456aedbc513,0.0,77.41,22.59,Regular Customer,Regular Marketing,38.7,54.18,22.59,Loyal Stage
0425594ce6ced4d5634136ca63b98a27,29.99,76.47,23.53,Regular Customer,Regular Marketing,38.35,53.6,23.53,Loyal Stage
042a46a01e06938721ea9fd7fda1e758,49.9,75.62,24.38,Regular Customer,Regular Marketing,38.0,53.05,24.38,Loyal Stage
0431f28e915d4ba29d8b4a6bb7fa3bfb,79.9,76.08,23.92,Regular Customer,Regular Marketing,38.34,53.44,23.92,Loyal Stage
04321cded5d054a5c030d24c13d260fc,12.5,76.76,23.24,Regular Customer,Regular Marketing,38.43,53.76,23.24,Loyal Stage
04410a2ffeb2f957aa4b219269d63e92,0.0,75.81,24.19,Regular Customer,Regular Marketing,37.9,53.06,24.19,Loyal Stage
044fbfba85531679c84bc0463296096f,14.49,77.13,22.87,Regular Customer,Regular Marketing,38.62,54.02,22.87,Loyal Stage
0478a6ce7961c89622e3de039c9c060a,69.9,76.69,23.31,Regular Customer,Regular Marketing,38.61,53.84,23.31,Loyal Stage
047b83875e802d2794e5931512253f9a,59.0,75.74,24.26,Regular Customer,Regular Marketing,38.09,53.15,24.26,Loyal Stage
047ce3fc5ad200ea8cebe5841e618d05,49.06,76.76,23.24,Regular Customer,Regular Marketing,38.56,53.84,23.24,Loyal Stage
04964ca17488b76124c740071931f90c,50.75,76.2,23.8,Regular Customer,Regular Marketing,38.29,53.45,23.8,Loyal Stage
04971d60a4324aaa1378948f4a88f721,139.0,76.27,23.73,VIP Customer,VIP Loyalty Benefits,38.65,53.7,23.73,Loyal Stage
049c34513997e3c610f0449f2829d848,157.41,76.77,23.23,VIP Customer,VIP Loyalty Benefits,38.97,54.09,23.23,Loyal Stage
04ae0d3a4945863f5612f80fb3cb9c6c,0.0,76.12,23.88,Regular Customer,Regular Marketing,38.06,53.28,23.88,Loyal Stage
04daf0030c088fed728993ef9f7eaa56,85.0,76.35,23.65,Regular Customer,Regular Marketing,38.49,53.63,23.65,Loyal Stage
04df07c295971621f8756bdc5adc90fb,0.0,76.43,23.57,Regular Customer,Regular Marketing,38.22,53.5,23.57,Loyal Stage
04e176b665108a31badc8adcc5d90ffa,85.0,76.09,23.91,Regular Customer,Regular Marketing,38.36,53.45,23.91,Loyal Stage
04e5e98155286592ff3078a9ce0b438e,69.99,75.7,24.3,Regular Customer,Regular Marketing,38.11,53.15,24.3,Loyal Stage
04efac4a29eec2c5662b65e87291ec38,579.0,77.81,22.19,VIP Customer,VIP Loyalty Benefits,41.06,55.76,22.19,Loyal Stage
04f54cb09b4216795433e4fc5d0db66e,126.8,76.2,23.8,Regular Customer,Regular Marketing,38.57,53.62,23.8,Loyal Stage
04fd5a9e4651e819c4394aab66caed2a,27.9,76.11,23.89,Regular Customer,Regular Marketing,38.16,53.34,23.89,Loyal Stage
04ff08a6fc4cc4a9704ec3c21a89755c,27.99,76.16,23.84,Regular Customer,Regular Marketing,38.18,53.37,23.84,Loyal Stage
0507295d1e325fff6a062f91206d5efb,0.0,76.84,23.16,Regular Customer,Regular Marketing,38.42,53.79,23.16,Loyal Stage
050d050af169f87216bbe2475815112c,0.0,75.34,24.66,Regular Customer,Regular Marketing,37.67,52.74,24.66,Loyal Stage
050e851d9dc8fee1217f1a61ef82d095,0.0,76.53,23.47,Regular Customer,Regular Marketing,38.26,53.57,23.47,Loyal Stage
050f9cf69723c91054d44c3b3a1e7ac2,0.0,75.6,24.4,Regular Customer,Regular Marketing,37.8,52.92,24.4,Loyal Stage
05102edcc74b484b058bf555a410a2b1,229.0,76.2,23.8,VIP Customer,VIP Loyalty Benefits,38.95,53.85,23.8,Loyal Stage
0516bba904d04d458f7b5759d84c87d4,81.0,76.81,23.19,Regular Customer,Regular Marketing,38.71,53.95,23.19,Loyal Stage
0535dec8f608efd1246d1a4d5ab6f771,0.0,76.12,23.88,Regular Customer,Regular Marketing,38.06,53.28,23.88,Loyal Stage
053621a4996224c4f3b3296aab032d4d,0.0,76.02,23.98,Regular Customer,Regular Marketing,38.01,53.21,23.98,Loyal Stage
054608e7e7497b9bf5bf78be88820822,61.9,75.64,24.36,Regular Customer,Regular Marketing,38.05,53.09,24.36,Loyal Stage
055dea13a2432a22c8babd5542d9d567,230.0,76.57,23.43,VIP Customer,VIP Loyalty Benefits,39.14,54.11,23.43,Loyal Stage
0561b5b27b03fb4b1be79acd52b46d1a,26.0,77.04,22.96,Regular Customer,Regular Marketing,38.62,53.99,22.96,Loyal Stage
056fc0ee91e3ee0ca248736a6b84da62,29.9,76.27,23.73,Regular Customer,Regular Marketing,38.25,53.46,23.73,Loyal Stage
058caed2fcfcc2b2318bb283b48d298a,22.83,76.98,23.02,Regular Customer,Regular Marketing,38.57,53.93,23.02,Loyal Stage
059e7585d8fcd2430a33375bdbcbb990,32.99,76.95,23.05,Regular Customer,Regular Marketing,38.6,53.94,23.05,Loyal Stage
05af29c66d8591d7e3d1c6e8331e60da,55.0,76.25,23.75,Regular Customer,Regular Marketing,38.33,53.5,23.75,Loyal Stage
05c4d0ad4778407e3220f29cd5202e11,0.0,76.95,23.05,Regular Customer,Regular Marketing,38.48,53.87,23.05,Loyal Stage
05c567475380140907b9ca53ba1dcfeb,0.0,77.1,22.9,Regular Customer,Regular Marketing,38.55,53.97,22.9,Loyal Stage
05cb25c0b98e8d6f839049d97adfecab,676.0,76.51,23.49,VIP Customer,VIP Loyalty Benefits,40.77,55.07,23.49,Loyal Stage
05d814587e80f2e2846c144d4fb511bc,104.0,75.86,24.14,Regular Customer,Regular Marketing,38.32,53.34,24.14,Loyal Stage
05e442cb93a23145b87b658840cea632,0.0,75.81,24.19,Regular Customer,Regular Marketing,37.9,53.06,24.19,Loyal Stage
05e4df315bc1ae753764f4568976ab12,0.0,77.0,23.0,Regular Customer,Regular Marketing,38.5,53.9,23.0,Loyal Stage
060fb87bcb9f60275f3fc857b35be629,49.0,76.3,23.7,Regular Customer,Regular Marketing,38.33,53.52,23.7,Loyal Stage
0610a3f919d96e4cc79c5dd624b37ccc,0.0,76.9,23.1,Regular Customer,Regular Marketing,38.45,53.83,23.1,Loyal Stage
0613aa9f107a3cc0e7bb4ecb167660a2,179.9,76.64,23.36,VIP Customer,VIP Loyalty Benefits,38.99,54.05,23.36,Loyal Stage
061e0d9d23f099ebcc78d1c90f94dfbe,1623.9,78.4,21.6,VIP Customer,VIP Loyalty Benefits,45.24,58.5,21.6,Loyal Stage
0621ad7376367fb506403a29c8f7a603,200.0,77.14,22.86,VIP Customer,VIP Loyalty Benefits,39.31,54.44,22.86,Loyal Stage
063342fa545494715cc59f983598c546,98.0,77.25,22.75,Regular Customer,Regular Marketing,38.99,54.29,22.75,Loyal Stage
063588f5ffa31febfaad35085b4582e1,179.99,76.23,23.77,VIP Customer,VIP Loyalty Benefits,38.78,53.76,23.77,Loyal Stage
063d3c82b96f47c05cf0b779a4444f46,199.0,76.21,23.79,VIP Customer,VIP Loyalty Benefits,38.85,53.79,23.79,Loyal Stage
064d346034c70b936eb4ff56ff2d039c,27.99,76.01,23.99,Regular Customer,Regular Marketing,38.11,53.27,23.99,Loyal Stage
065cdd031a7020e43fd91cd421549f5e,49.9,75.78,24.22,Regular Customer,Regular Marketing,38.08,53.16,24.22,Loyal Stage
0663560ff02c3f762ebd29af677175f6,109.9,76.08,23.92,Regular Customer,Regular Marketing,38.45,53.5,23.92,Loyal Stage
066ebf6c0b5642ed5ec6a1e7e3f03e12,24.2,76.67,23.33,Regular Customer,Regular Marketing,38.43,53.73,23.33,Loyal Stage
0688198ee392c92540c81f5a3f2b3655,0.0,76.58,23.42,Regular Customer,Regular Marketing,38.29,53.61,23.42,Loyal Stage
0694d901d7d88ffc1781dacfda6cd048,38.0,75.45,24.55,Regular Customer,Regular Marketing,37.87,52.9,24.55,Loyal Stage
0697142614905a50813d854fa08b8eaf,39.0,75.36,24.64,Regular Customer,Regular Marketing,37.83,52.84,24.64,Loyal Stage
06a492c4633c57918215fa9b4f87919a,0.0,75.34,24.66,Regular Customer,Regular Marketing,37.67,52.74,24.66,Loyal Stage
06affbe7eda072f42eb81be69475384e,119.99,76.76,23.24,Regular Customer,Regular Marketing,38.83,54.0,23.24,Loyal Stage
06c9a5ff25dff66a5f6948d756251d7b,0.0,76.74,23.26,Regular Customer,Regular Marketing,38.37,53.72,23.26,Loyal Stage
06dc004eb62206da48bf108ccc86e620,298.0,76.04,23.96,VIP Customer,VIP Loyalty Benefits,39.13,53.89,23.96,Loyal Stage
06dd5bbbb6a2fd7e3baab7f88dd3c1ea,34.99,76.79,23.21,Regular Customer,Regular Marketing,38.53,53.83,23.21,Loyal Stage
06dee9e59eb5fc01da71139a771a9923,79.0,76.13,23.87,Regular Customer,Regular Marketing,38.36,53.47,23.87,Loyal Stage
06e4c037b01aceb787fdcf2b4cc7b1f9,12.99,75.98,24.02,Regular Customer,Regular Marketing,38.04,53.22,24.02,Loyal Stage
06ec3677cee4b59c27b290bf07288bf5,189.0,76.66,23.34,VIP Customer,VIP Loyalty Benefits,39.03,54.08,23.34,Loyal Stage
06ff8a23914822dda6b608381b316add,0.0,76.38,23.62,Regular Customer,Regular Marketing,38.19,53.47,23.62,Loyal Stage
0710da980c2d4111e333e5c74079c459,37.5,76.48,23.52,Regular Customer,Regular Marketing,38.38,53.62,23.52,Loyal Stage
0718a12f2357ad8587a8378e379480f6,0.0,76.12,23.88,Regular Customer,Regular Marketing,38.06,53.28,23.88,Loyal Stage
071e1727dd09118396bc139da6822fc7,69.99,76.9,23.1,Regular Customer,Regular Marketing,38.71,53.99,23.1,Loyal Stage
072d62b795f5ddb501c3ed1d5c5079ed,49.9,76.81,23.19,Regular Customer,Regular Marketing,38.59,53.88,23.19,Loyal Stage
072f8e24300dc9f9c23030f1ebc079da,46.99,76.29,23.71,Regular Customer,Regular Marketing,38.32,53.51,23.71,Loyal Stage
073aab63bec2a7d070827fdb7a5562d9,110.0,75.51,24.49,Regular Customer,Regular Marketing,38.16,53.1,24.49,Loyal Stage
073cb6890c1f05f67bdce2cb9febb087,29.9,76.47,23.53,Regular Customer,Regular Marketing,38.35,53.6,23.53,Loyal Stage
0740a75b566002a3d0c0f6c984f85d58,0.0,76.33,23.67,Regular Customer,Regular Marketing,38.16,53.43,23.67,Loyal Stage
07435003bc81c33bafdfeace4faf1dc1,36.29,76.33,23.67,Regular Customer,Regular Marketing,38.3,53.51,23.67,Loyal Stage
074508b4cb581cbc9aa412a6d82b9021,116.9,77.12,22.88,Regular Customer,Regular Marketing,38.99,54.24,22.88,Loyal Stage
075a5615f6bb67b7a4704a98e15d9c5c,27.8,76.32,23.68,Regular Customer,Regular Marketing,38.26,53.48,23.68,Loyal Stage
0777b150d37cc8c65e506f3885292681,78.0,75.51,24.49,Regular Customer,Regular Marketing,38.05,53.03,24.49,Loyal Stage
0778cf1946a926f6f31ef19434259f59,129.49,75.64,24.36,Regular Customer,Regular Marketing,38.3,53.24,24.36,Loyal Stage
079193e2ad24a2dd57584a7eb213bd1e,124.98,77.08,22.92,Regular Customer,Regular Marketing,39.0,54.23,22.92,Loyal Stage
07958b7f640f4c2d1d5a9fef9405b114,175.0,77.1,22.9,VIP Customer,VIP Loyalty Benefits,39.2,54.36,22.9,Loyal Stage
079cbc277def58d49176ef72e4f1d1d8,219.9,76.19,23.81,VIP Customer,VIP Loyalty Benefits,38.91,53.82,23.81,Loyal Stage
07ab2190902a80d0bf0bbb898eac76ca,169.99,76.99,23.01,VIP Customer,VIP Loyalty Benefits,39.13,54.27,23.01,Loyal Stage
07c36cb44c007f73b7c181d5353a408c,62.0,75.54,24.46,Regular Customer,Regular Marketing,38.0,53.02,24.46,Loyal Stage
07e2a0ec7c39942bd3ba81d5b2a9b1c4,119.99,77.23,22.77,Regular Customer,Regular Marketing,39.06,54.33,22.77,Loyal Stage
07ee1c167ed532ec5d1325758f063f8d,0.0,76.33,23.67,Regular Customer,Regular Marketing,38.16,53.43,23.67,Loyal Stage
07fbd7dce0be2f7d7ecfa0d5657b7373,18.9,75.68,24.32,Regular Customer,Regular Marketing,37.91,53.02,24.32,Loyal Stage
07fe3cee40551d2377a917fb4f377714,96.23,75.49,24.51,Regular Customer,Regular Marketing,38.1,53.06,24.51,Loyal Stage
07fe5a844afcc262e5ab1ffa38946f23,62.9,76.16,23.84,Regular Customer,Regular Marketing,38.31,53.45,23.84,Loyal Stage
0809311c8e92e97d914b492cf98f4470,106.9,77.16,22.84,Regular Customer,Regular Marketing,38.98,54.25,22.84,Loyal Stage
